full name,code,Sector_main,sector,EPS,P/E,DY,DPS,RSI_status,Stochastic_status,Market_Cap (M),risk_klse,ta,tl,te,debt_ratio,debt-equity_ratio,risk_pdf,risk
SUNZEN BIOTECH BERHAD,148, Ace Market,Consumer Products & Services ,-1.31,-13,0,0,Neutral,Neutral,89.5,high,,,,,,,high
SUPERCOMNET TECHNOLOGIES BERHAD,1, Ace Market,Industrial Products & Services ,1.89,42,0,0,Neutral,Neutral,508,medium,,,,,,,medium
SUPERLON HOLDINGS BERHAD,7235, Main Market,Industrial Products & Services ,6.25,18,0.0102,1.14,Oversold,Oversold,179.2,low,,,,,,,low
SUPERLON HOLDINGS BERHAD,7235, Main Market,Industrial Products & Services ,6.25,18,0.0102,1.14,Oversold,Oversold,179.2,low,,,,,,,low
SUPERLON HOLDINGS BERHAD,7235, Main Market,Industrial Products & Services ,6.25,18,0.0102,1.14,Oversold,Oversold,179.2,low,,,,,,,low
SUPERLON HOLDINGS BERHAD,7235, Main Market,Industrial Products & Services ,6.25,18,0.0102,1.14,Oversold,Oversold,179.2,low,,,,,,,low
SUPERLON HOLDINGS BERHAD,7235, Main Market,Industrial Products & Services ,6.25,18,0.0102,1.14,Oversold,Oversold,179.2,low,,,,,,,low
SUPERLON HOLDINGS BERHAD,7235, Main Market,Industrial Products & Services ,6.25,18,0.0102,1.14,Oversold,Oversold,179.2,low,,,,,,,low
SUPERLON HOLDINGS BERHAD,7235, Main Market,Industrial Products & Services ,6.25,18,0.0103,1.14,Oversold,Oversold,177.6,low,,,,,,,low
SUPERLON HOLDINGS BERHAD,7235, Main Market,Industrial Products & Services ,6.25,18,0.0103,1.14,Oversold,Oversold,177.6,low,,,,,,,low
SUPERLON HOLDINGS BERHAD,7235, Main Market,Industrial Products & Services ,6.25,18,0.0103,1.14,Oversold,Oversold,177.6,low,,,,,,,low
SURIA CAPITAL HOLDINGS BERHAD,6521, Main Market,Transportation & Logistics ,15.31,9,0.0206,2.92,Neutral,Neutral,491.1,medium,,,,,,,medium
SYCAL VENTURES BERHAD,9717, Main Market,Construction ,0.66,34,0,0,Neutral,Neutral,93.7,medium,,,,,,,medium
SYF RESOURCES BERHAD,7082, Main Market,Consumer Products & Services ,-3.93,-6,0.0568,1.25,Neutral,Oversold,136.2,high,183269000,5006000,178263000,0.02731504,0.028082103,low,medium
SYMPHONY LIFE BERHAD,1538, Main Market,Property ,9.66,4,0,0,Neutral,Neutral,233.2,medium,,,,,,,medium
T7 GLOBAL BERHAD,7228, Main Market,Energy ,1.83,30,0,0,Overbought,Neutral,226.5,medium,,,,,,,medium
TA ANN HOLDINGS BERHAD,5012, Main Market,Plantation ,17.58,14,0.0408,10,Neutral,Oversold,1089.9,low,,,,,,,low
TA ENTERPRISE BERHAD,4898, Main Market,Financial Services ,4.36,14,0,0,Neutral,Oversold,1052.8,low,2273582000,200184000,2073398000,0.088047847,0.096548757,low,low
TA GLOBAL BERHAD,5158, Main Market,Property ,2.92,9,0,0,Neutral,Neutral,1330.4,medium,4047513000,710169000,3337344000,0.175458115,0.212794665,low,medium
TA WIN HOLDINGS BERHAD,7097, Main Market,Industrial Products & Services ,-4.79,-9,0,0,Neutral,Neutral,36.2,high,,,,,,,high
TADMAX RESOURCES BERHAD,4022, Main Market,Property ,0.71,33,0,0,Neutral,Neutral,184.2,medium,,,,,,,medium
TALAM TRANSFORM BERHAD,2259, Main Market,Property ,-0.57,-8,0,0,Neutral,Overbought,189.9,high,,,,,,,high
TALIWORKS CORPORATION BERHAD,8524, Main Market,Utilities ,4.92,18,0.0555,4.8,Neutral,Neutral,1743.7,low,,,,,,,low
TAN CHONG MOTOR HOLDINGS BERHAD,4405, Main Market,Consumer Products & Services ,15.03,11,0.0118,2,Neutral,Overbought,1135.7,low,2379895000,1112251000,1267644000,0.467352971,0.877415899,low,low
TANCO HOLDINGS BERHAD,2429, Main Market,Property ,-1.14,-4,0,0,Neutral,Oversold,36.1,high,,,,,,,high
TASEK CORPORATION BERHAD,4448, Main Market,Industrial Products & Services ,-17.64,-28,0.0404,20,Neutral,Neutral,611.9,medium,523949000,60766000,463183000,0.115976937,0.131192207,low,medium
TDM BERHAD,2054, Main Market,Plantation ,-4.54,-4,0.027,0.5,Neutral,Neutral,311.3,high,,,,,,,high
TECHFAST HOLDINGS BERHAD,84, Ace Market,Industrial Products & Services ,1.74,19,0.0149,0.5,Neutral,Neutral,76.4,medium,,,,,,,medium
TECHNODEX BHD,132, Ace Market,Technology ,-1.19,-6,0,0,Neutral,Neutral,41.3,high,,,,,,,high
TECHNODEX BHD,132, Ace Market,Technology ,-1.19,-6,0,0,Neutral,Neutral,41.3,high,,,,,,,high
TECHNODEX BHD,132, Ace Market,Technology ,-1.19,-6,0,0,Neutral,Neutral,41.3,high,,,,,,,high
TECHNODEX BHD,132, Ace Market,Technology ,-1.19,-6,0,0,Neutral,Neutral,44.3,high,,,,,,,high
TECHNODEX BHD,132, Ace Market,Technology ,-1.19,-6,0,0,Neutral,Neutral,44.3,high,,,,,,,high
TECHNODEX BHD,132, Ace Market,Technology ,-1.19,-6,0,0,Neutral,Neutral,44.3,high,,,,,,,high
TECHNODEX BHD,132, Ace Market,Technology ,-1.19,-7,0,0,Neutral,Overbought,47.2,high,,,,,,,high
TECHNODEX BHD,132, Ace Market,Technology ,-1.19,-7,0,0,Neutral,Overbought,47.2,high,,,,,,,high
TECHNODEX BHD,132, Ace Market,Technology ,-1.19,-7,0,0,Neutral,Overbought,47.2,high,,,,,,,high
TECK GUAN PERDANA BERHAD,7439, Main Market,Consumer Products & Services ,6.35,22,0,0,Overbought,Neutral,56.5,medium,,,,,,,medium
TECK GUAN PERDANA BERHAD,7439, Main Market,Consumer Products & Services ,6.35,22,0,0,Overbought,Neutral,56.5,medium,,,,,,,medium
TECK GUAN PERDANA BERHAD,7439, Main Market,Consumer Products & Services ,6.35,22,0,0,Neutral,Neutral,55.7,medium,,,,,,,medium
TECK GUAN PERDANA BERHAD,7439, Main Market,Consumer Products & Services ,6.35,22,0,0,Neutral,Neutral,55.7,medium,,,,,,,medium
TEK SENG HOLDINGS BERHAD,7200, Main Market,Consumer Products & Services ,-13.99,-2,0,0,Neutral,Neutral,85.3,high,,,,,,,high
TELEKOM MALAYSIA BERHAD,4863, Main Market,Telecommunications & Media ,4.08,78,0.0063,2,Neutral,Neutral,11950.2,low,,,,,,,low
TENAGA NASIONAL BHD,5347, Main Market,Utilities ,65.48,19,0.0238,30.27,Neutral,Oversold,72223.5,low,1.25E+11,73411400000,51730100000,0.5872912,1.419123489,medium,medium
TEO GUAN LEE CORPORATION BERHAD,9369, Main Market,Consumer Products & Services ,15.25,6,0.0526,5,Neutral,Oversold,38.7,medium,,,,,,,medium
TFP SOLUTIONS BERHAD,145, Ace Market,Technology ,-0.95,-10,0,0,Neutral,Neutral,19.8,high,24313000,13897000,10416000,0.571587217,1.334197389,medium,high
TH HEAVY ENGINEERING BERHAD,7206, Main Market,Energy ,-0.23,-24,0,0,Neutral,Neutral,61.7,high,,,,,,,high
TH PLANTATIONS BERHAD,5112, Main Market,Plantation ,-67.27,-1,0,0,Neutral,Oversold,450.8,high,,,,,,,high
THETA EDGE BERHAD,9075, Main Market,Technology ,-1.5,-30,0,0,Overbought,Overbought,47.7,high,,,,,,,high
THONG GUAN INDUSTRIES BERHAD,7034, Main Market,Industrial Products & Services ,33.25,8,0,0,Overbought,Overbought,361.6,medium,218989000,11991000,206998000,0.054756175,0.057928096,low,medium
THRIVEN GLOBAL BERHAD,7889, Main Market,Property ,4,5,0,0,Neutral,Neutral,110.6,medium,209179000,40998000,168181000,0.195994818,0.243773078,low,medium
TIEN WAH PRESS HOLDINGS BERHAD,7374, Main Market,Industrial Products & Services ,-4.24,-32,0.0597,8,Overbought,Overbought,194,high,236370000,23186000,213184000,0.098091974,0.108760507,low,medium
TIGER SYNERGY BERHAD,7079, Main Market,Property ,-0.29,-26,0,0,Neutral,Oversold,86.7,high,,,,,,,high
TIMBERWELL BERHAD,7854, Main Market,Industrial Products & Services ,7.3,9,0,0,Neutral,Neutral,57,medium,,,,,,,medium
TIME DOTCOM BERHAD,5031, Main Market,Telecommunications & Media ,49.46,17,0.0239,20.56,Neutral,Overbought,5019.8,low,,,,,,,low
TITIJAYA LAND BERHAD,5239, Main Market,Property ,4.05,8,0.0078,0.25,Neutral,Neutral,430.2,medium,1028116461,99654692,928461769,0.096929381,0.107333113,low,medium
TOMYPAK HOLDINGS BERHAD,7285, Main Market,Industrial Products & Services ,-0.44,-109,0,0,Oversold,Oversold,203.6,high,,,,,,,high
TONG HERR RESOURCES BERHAD,5010, Main Market,Industrial Products & Services ,38.71,9,0.0222,8,Neutral,Oversold,566.7,low,,,,,,,low
TOP GLOVE CORPORATION BHD,7113, Main Market,Health Care ,16.99,27,0.0131,5.93,Neutral,Neutral,11548.2,low,1022196000,1509000,1020687000,0.001476234,0.001478416,low,low
TOP GLOVE CORPORATION BHD,7113, Main Market,Health Care ,16.99,27,0.0131,5.93,Neutral,Neutral,11548.2,low,1022196000,1509000,1020687000,0.001476234,0.001478416,low,low
TOP GLOVE CORPORATION BHD,7113, Main Market,Health Care ,16.99,27,0.0131,5.93,Neutral,Neutral,11548.2,low,1022196000,1509000,1020687000,0.001476234,0.001478416,low,low
TOP GLOVE CORPORATION BHD,7113, Main Market,Health Care ,16.99,27,0.013,5.93,Neutral,Overbought,11701.9,low,1022196000,1509000,1020687000,0.001476234,0.001478416,low,low
TOP GLOVE CORPORATION BHD,7113, Main Market,Health Care ,16.99,27,0.013,5.93,Neutral,Overbought,11701.9,low,1022196000,1509000,1020687000,0.001476234,0.001478416,low,low
TOP GLOVE CORPORATION BHD,7113, Main Market,Health Care ,16.99,27,0.013,5.93,Neutral,Overbought,11701.9,low,1022196000,1509000,1020687000,0.001476234,0.001478416,low,low
TOP GLOVE CORPORATION BHD,7113, Main Market,Health Care ,16.99,27,0.0128,5.93,Neutral,Overbought,11829.9,low,1022196000,1509000,1020687000,0.001476234,0.001478416,low,low
TOP GLOVE CORPORATION BHD,7113, Main Market,Health Care ,16.99,27,0.0128,5.93,Neutral,Overbought,11829.9,low,1022196000,1509000,1020687000,0.001476234,0.001478416,low,low
TOP GLOVE CORPORATION BHD,7113, Main Market,Health Care ,16.99,27,0.0128,5.93,Neutral,Overbought,11829.9,low,1022196000,1509000,1020687000,0.001476234,0.001478416,low,low
TOYO INK GROUP BERHAD,7173, Main Market,Industrial Products & Services ,2.8,23,0.0156,1,Neutral,Neutral,68.5,low,,,,,,,low
TPC PLUS BERHAD,7176, Main Market,Consumer Products & Services ,1.41,30,0,0,Neutral,Neutral,98.2,medium,63290772,528156,62762616,0.008344913,0.008415137,low,medium
TRANSOCEAN HOLDINGS BHD,7218, Main Market,Transportation & Logistics ,0.33,228,0,0,Neutral,Oversold,30.5,medium,,,,,,,medium
TRC SYNERGY BERHAD,5054, Main Market,Construction ,4.34,12,0,0,Neutral,Neutral,257.1,medium,1062180839,648200976,413979863,0.610254819,1.565779,medium,medium
TRIVE PROPERTY GROUP BERHAD,118, Main Market,Technology ,-0.35,-4,0,0,Neutral,Oversold,35.2,high,43198782,133658,43065124,0.003094022,0.003103625,low,medium
TROPICANA CORPORATION BERHAD,5401, Main Market,Property ,11.56,8,0.0312,2.78,Neutral,Overbought,1308.7,low,,,,,,,low
TSH RESOURCES BERHAD,9059, Main Market,Plantation ,2.9,38,0,0,Neutral,Neutral,1520,low,,,,,,,low
TSR CAPITAL BERHAD,5042, Main Market,Construction ,-0.93,-43,0,0,Neutral,Oversold,69.8,high,,,,,,,high
TURBO-MECH BERHAD,5167, Main Market,Industrial Products & Services ,6.06,12,0,0,Neutral,Neutral,80.5,medium,,,,,,,medium
TURIYA BERHAD,4359, Main Market,Technology ,1.09,12,0,0,Neutral,Oversold,29.7,medium,,,,,,,medium
UCHI TECHNOLOGIES BERHAD,7100, Main Market,Industrial Products & Services ,15.31,18,0.0249,7,Neutral,Neutral,1266.7,low,,,,,,,low
UEM EDGENTA BERHAD,1368, Main Market,Industrial Products & Services ,17.83,16,0.0481,14,Neutral,Overbought,2420,low,,,,,,,low
UEM SUNRISE BERHAD,5148, Main Market,Property ,6.18,14,0,0,Neutral,Neutral,3788.8,low,8175544000,2935212000,5240332000,0.359023448,0.560119473,low,low
UMS HOLDINGS BERHAD,7137, Main Market,Industrial Products & Services ,11.73,21,0.0408,10,Neutral,Oversold,99.7,low,53706580,1071500,52635080,0.019951,0.020357146,low,low
UMS-NEIKEN GROUP BERHAD,7227, Main Market,Industrial Products & Services ,10.06,10,0.0288,3,Neutral,Neutral,83.2,medium,,,,,,,medium
UMW HOLDINGS BERHAD,4588, Main Market,Consumer Products & Services ,29.24,19,0.0089,5,Neutral,Oversold,6589.2,low,,,,,,,low
UNIMECH GROUP BERHAD,7091, Main Market,Industrial Products & Services ,11.84,9,0.0147,1.5,Neutral,Neutral,161.9,medium,,,,,,,medium
UNISEM (M) BERHAD,5005, Main Market,Technology ,13.06,21,0.0162,4.5,Oversold,Oversold,2040,low,1163275000,118750000,1044525000,0.102082483,0.11368804,low,low
UNITED MALACCA BERHAD,2593, Main Market,Plantation ,-9.39,-58,0.0148,8,Neutral,Neutral,1132.3,medium,,,,,,,medium
UNITED MALACCA BERHAD,2593, Main Market,Plantation ,-9.39,-58,0.0148,8,Neutral,Neutral,1132.3,medium,,,,,,,medium
UNITED MALACCA BERHAD,2593, Main Market,Plantation ,-9.39,-58,0.0148,8,Neutral,Neutral,1132.3,medium,,,,,,,medium
UNITED MALACCA BERHAD,2593, Main Market,Plantation ,-9.39,-58,0.0147,8,Neutral,Neutral,1142.8,medium,,,,,,,medium
UNITED MALACCA BERHAD,2593, Main Market,Plantation ,-9.39,-58,0.0147,8,Neutral,Neutral,1142.8,medium,,,,,,,medium
UNITED MALACCA BERHAD,2593, Main Market,Plantation ,-9.39,-58,0.0147,8,Neutral,Neutral,1142.8,medium,,,,,,,medium
UNITED MALACCA BERHAD,2593, Main Market,Plantation ,-9.39,-58,0.0147,8,Neutral,Neutral,1140.7,medium,,,,,,,medium
UNITED MALACCA BERHAD,2593, Main Market,Plantation ,-9.39,-58,0.0147,8,Neutral,Neutral,1140.7,medium,,,,,,,medium
UNITED MALACCA BERHAD,2593, Main Market,Plantation ,-9.39,-58,0.0147,8,Neutral,Neutral,1140.7,medium,,,,,,,medium
UNITED U-LI CORPORATION BERHAD,7133, Main Market,Industrial Products & Services ,1.31,34,0,0,Oversold,Oversold,96.9,medium,,,,,,,medium
UOA DEVELOPMENT BHD,5200, Main Market,Property ,20.54,11,0.0691,15,Neutral,Oversold,4003.4,low,,,,,,,low
UPA CORPORATION BHD,7757, Main Market,Consumer Products & Services ,11.52,19,0,0,Neutral,Neutral,171.9,medium,,,,,,,medium
UTUSAN MELAYU (MALAYSIA) BERHAD,5754, Main Market,Telecommunications & Media ,-168.53,0,0,0,Neutral,Neutral,19.4,high,294435040,-88448670,382883710,-0.300401304,-0.231006616,low,medium
UZMA BERHAD,7250, Main Market,Energy ,6.22,16,0,0,Neutral,Neutral,326.4,medium,,,,,,,medium
V.S. INDUSTRY BERHAD,6963, Main Market,Industrial Products & Services ,7.56,14,0.0319,3.41,Neutral,Overbought,1943.2,low,1255474000,576459000,679015000,0.459156462,0.848963572,low,low
VELESTO ENERGY BERHAD,5243, Main Market,Energy ,-0.22,-122,0,0,Neutral,Neutral,2177.1,high,,,,,,,high
VERSATILE CREATIVE BERHAD,4995, Main Market,Industrial Products & Services ,-13.34,-3,0,0,Neutral,Neutral,57.4,high,,,,,,,high
VERTICE BERHAD,7240, Main Market,Consumer Products & Services ,-1.77,-51,0,0,Neutral,Neutral,170.1,high,,,,,,,high
VISDYNAMICS HOLDINGS BERHAD,120, Ace Market,Technology ,4.26,10,0.0235,1,Neutral,Oversold,71.9,medium,20225351,1434295,18821056,0.070915704,0.076206935,low,medium
VISDYNAMICS HOLDINGS BERHAD,120, Ace Market,Technology ,4.26,10,0.0235,1,Neutral,Oversold,71.9,medium,20225351,1434295,18821056,0.070915704,0.076206935,low,medium
VISDYNAMICS HOLDINGS BERHAD,120, Ace Market,Technology ,4.26,10,0.0244,1,Oversold,Oversold,69.4,medium,20225351,1434295,18821056,0.070915704,0.076206935,low,medium
VISDYNAMICS HOLDINGS BERHAD,120, Ace Market,Technology ,4.26,10,0.0244,1,Oversold,Oversold,69.4,medium,20225351,1434295,18821056,0.070915704,0.076206935,low,medium
VITROX CORPORATION BERHAD,97, Main Market,Technology ,22.42,32,0.0024,1.75,Neutral,Overbought,3421.1,low,,,,,,,low
VIVOCOM INTL HOLDINGS BERHAD,69, Ace Market,Technology ,-1.22,-1,0,0,Neutral,Oversold,85,high,448234572,424470252,23764320,0.946982403,17.86166202,medium,high
VORTEX CONSOLIDATED BERHAD,60, Ace Market,Technology ,0.63,21,0,0,Neutral,Neutral,82.3,medium,,,,,,,medium
VSOLAR GROUP BERHAD,66, Ace Market,Technology ,-0.45,-46,0,0,Neutral,Neutral,79.1,high,19097951,235508,18862443,0.012331585,0.012485551,low,medium
WAH SEONG CORPORATION BERHAD,5142, Main Market,Energy ,8.36,9,0,0,Neutral,Neutral,612.2,medium,,,,,,,medium
WANG-ZHENG BERHAD,7203, Main Market,Consumer Products & Services ,6.5,18,0,0,Neutral,Neutral,192,medium,92861283,216000,92645283,0.00232605,0.002331473,low,medium
WCT HOLDINGS BERHAD,9679, Main Market,Construction ,7.89,10,0,0,Neutral,Oversold,1154.4,medium,,,,,,,medium
WELLCALL HOLDINGS BERHAD,7231, Main Market,Industrial Products & Services ,6.67,19,0.0408,5.3,Neutral,Overbought,647.3,low,79150266,98783,79051483,0.001248044,0.001249603,low,low
WHITE HORSE BERHAD,5009, Main Market,Industrial Products & Services ,-11.33,-11,0,0,Oversold,Neutral,300,high,,,,,,,high
WIDAD GROUP BERHAD,162, Ace Market,Construction ,0.5,67,0,0,Neutral,Neutral,822.3,medium,,,,,,,medium
WIDETECH (MALAYSIA) BERHAD,7692, Main Market,Industrial Products & Services ,3.96,14,0,0,Neutral,Oversold,24.2,medium,,,,,,,medium
WILLOWGLEN MSC BERHAD,8, Main Market,Technology ,2.24,20,0,0,Neutral,Oversold,220.7,medium,56977000,512000,56465000,0.008986082,0.009067564,low,medium
WMG HOLDINGS BERHAD,6378, Main Market,Property ,-5.31,-2,0,0,Neutral,Neutral,51.1,high,,,,,,,high
WONG ENGINEERING CORPORATION BERHAD,7050, Main Market,Industrial Products & Services ,4.14,13,0.0288,1.6,Neutral,Neutral,63.6,low,64009553,1101048,62908505,0.017201307,0.017502371,low,low
WONG ENGINEERING CORPORATION BERHAD,7050, Main Market,Industrial Products & Services ,4.14,13,0.0288,1.6,Neutral,Neutral,63.6,low,64009553,1101048,62908505,0.017201307,0.017502371,low,low
WONG ENGINEERING CORPORATION BERHAD,7050, Main Market,Industrial Products & Services ,4.14,14,0.0281,1.6,Neutral,Neutral,65.3,low,64009553,1101048,62908505,0.017201307,0.017502371,low,low
WONG ENGINEERING CORPORATION BERHAD,7050, Main Market,Industrial Products & Services ,4.14,14,0.0281,1.6,Neutral,Neutral,65.3,low,64009553,1101048,62908505,0.017201307,0.017502371,low,low
WOODLANDOR HOLDINGS BHD,7025, Main Market,Industrial Products & Services ,4.7,16,0,0,Neutral,Overbought,30,medium,31629419,318200,31311219,0.010060254,0.010162492,low,medium
WTK HOLDINGS BERHAD,4243, Main Market,Industrial Products & Services ,16.85,3,0.0171,1,Overbought,Neutral,281.6,medium,,,,,,,medium
XIAN LENG HOLDINGS BERHAD,7121, Main Market,Consumer Products & Services ,-1.16,-37,0,0,Neutral,Neutral,34.4,high,,,,,,,high
XIN HWA HOLDINGS BERHAD,5267, Main Market,Transportation & Logistics ,2.43,36,0,0,Neutral,Neutral,189,medium,,,,,,,medium
XINGHE HOLDINGS BERHAD,95, Ace Market,Consumer Products & Services ,-0.89,-4,0,0,Neutral,Neutral,90.1,high,,,,,,,high
XOX BHD,165, Ace Market,Telecommunications & Media ,-0.96,-5,0,0,Neutral,Oversold,54.6,high,,,,,,,high
Y&G CORPORATION BHD,7003, Main Market,Property ,5.54,16,0,0,Oversold,Oversold,181.4,medium,,,,,,,medium
Y.S.P.SOUTHEAST ASIA HOLDING BERHAD,7178, Main Market,Health Care ,21.94,13,0,0,Neutral,Neutral,401.2,medium,,,,,,,medium
YBS INTERNATIONAL BERHAD,25, Ace Market,Industrial Products & Services ,1.25,11,0,0,Neutral,Neutral,33.9,medium,,,,,,,medium
YEE LEE CORPORATION BHD,5584, Main Market,Consumer Products & Services ,19.56,10,0,0,Neutral,Overbought,358.3,medium,,,,,,,medium
YFG BERHAD,7122, Main Market,Industrial Products & Services ,-2.02,0,0,0,Oversold,Oversold,3,high,2995700,21857113,-18861413,7.296162166,-1.158826913,medium,high
YGL CONVERGENCE BERHAD,86, Ace Market,Technology ,-1.01,-12,0,0,Neutral,Neutral,27.9,high,,,,,,,high
YINSON HOLDINGS BERHAD,7293, Main Market,Energy ,21.78,21,0.0131,6,Neutral,Neutral,5018.8,low,,,,,,,low
YINSON HOLDINGS BERHAD,7293, Main Market,Energy ,21.78,21,0.0131,6,Neutral,Neutral,5018.8,low,,,,,,,low
YINSON HOLDINGS BERHAD,7293, Main Market,Energy ,21.78,21,0.013,6,Neutral,Neutral,5029.7,low,,,,,,,low
YINSON HOLDINGS BERHAD,7293, Main Market,Energy ,21.78,21,0.013,6,Neutral,Neutral,5029.7,low,,,,,,,low
YLI HOLDINGS BERHAD,7014, Main Market,Industrial Products & Services ,-20.04,-1,0,0,Neutral,Neutral,26.8,high,,,,,,,high
YNH PROPERTY BERHAD,3158, Main Market,Property ,2.95,42,0.0057,0.7,Neutral,Neutral,650.7,low,573488405,13552313,559936092,0.023631364,0.024203321,low,low
YONG TAI BERHAD,7066, Main Market,Property ,-0.59,-60,0,0,Neutral,Neutral,172.4,high,,,,,,,high
YOONG ONN CORPORATION BERHAD,5159, Main Market,Consumer Products & Services ,17.64,7,0.0339,4,Neutral,Neutral,188.8,medium,,,,,,,medium
YTL CORPORATION BERHAD,4677, Main Market,Utilities ,2.42,45,0.0359,3.88,Neutral,Neutral,11783.4,low,,,,,,,low
YTL HOSPITALITY REIT,5109, Main Market,Real Estate Investment Trusts ,11.74,11,0.0607,7.77,Neutral,Neutral,2181.6,low,,,,,,,low
YTL LAND & DEVELOPMENT BERHAD,2577, Main Market,Property ,-15.88,-2,0,0,Neutral,Oversold,329.3,high,,,,,,,high
YTL POWER INTERNATIONAL BHD,6742, Main Market,Utilities ,6.74,13,0.0557,4.85,Neutral,Oversold,7097.6,low,,,,,,,low
ZECON BERHAD,7028, Main Market,Construction ,8.23,3,0,0,Neutral,Neutral,33.4,medium,,,,,,,medium
ZELAN BERHAD,2283, Main Market,Construction ,-1.24,-7,0,0,Overbought,Neutral,76,high,568706000,567914000,792000,0.998607365,717.0631313,medium,high
,3021, Leap Market,Consumer Products & Services ,0,0,0,0,Oversold,Oversold,0.9,high,,,,,,,high
,3017, Leap Market,Construction ,4.4,7,0,0,Overbought,Overbought,109.7,medium,,,,,,,medium
,3009, Leap Market,Consumer Products & Services ,-1.93,-5,0,0,Overbought,Neutral,25.8,high,,,,,,,high
,,Commodity - ETF,ETF,0,0,0,0,Neutral,Oversold,4191.9,medium,,,,,,low,
,,Equity - ETF,ETF,-10.88,-15,0,0,Neutral,Overbought,11.3,high,,,,,,low,
,,Equity - ETF,ETF,3.52,53,0.0364,6.8,Neutral,Overbought,5,medium,,,,,,low,
,3005, Leap Market,Health Care ,2.21,24,0.0093,0.5,Overbought,Overbought,108.4,low,,,,,,,low
,3002, Leap Market,Technology ,-4.7,-6,0,0,Neutral,Oversold,28,high,,,,,,,high
,3003, Leap Market,Consumer Products & Services ,5.47,10,0.0729,3.9,Neutral,Neutral,38,medium,,,,,,,medium
,3008, Leap Market,Technology ,2.53,17,0.0238,1,Overbought,Neutral,54.6,medium,,,,,,,medium
,3016, Leap Market,Consumer Products & Services ,0.45,10,0,0,Neutral,Overbought,36.3,high,,,,,,,high
,3013, Leap Market,Health Care ,0.86,45,0,0,Overbought,Overbought,99.7,medium,,,,,,,medium
KOTRA INDUSTRIES BERHAD,2,Main Market,Health Care,13.72,12,0.0353,6,Neutral,Neutral,244.6,low,,,,,,,low
UCREST BERHAD,5,Ace Market,Technology ,3.36,7,0,0,Neutral,Oversold,113.7,medium,,,,,,,medium
THREE-A RESOURCES BERHAD,12,Main Market,Consumer Products & Services ,5.92,16,0.0214,2,Neutral,Neutral,460,low,,,,,,,low
G NEPTUNE BERHAD,45,Ace Market,Technology ,-0.25,-26,0,0,Overbought,Overbought,18.8,high,,,,,,,high
ANCOM LOGISTICS BERHAD,48,Ace Market,Trad/Serv ,-0.11,-74,0,0,Neutral,Oversold,40.2,high,,,,,,,high
SYSTECH BHD,50,Ace Market,Technology ,0.64,37,0,0,Neutral,Neutral,83.4,medium,,,,,,,medium
OSK VENTURES INTERNATIONAL BERHAD,53,Ace Market,Financial Services ,-15.02,-3,0,0,Neutral,Neutral,88.9,high,174894917,762721,174132196,0.004361024,0.004380126,low,medium
KARYON INDUSTRIES BERHAD ,54,Main Market,Industrial Products & Services ,1.58,9,0.0222,0.3,Neutral,Neutral,64.2,medium,,,,,,,medium
ECOBUILT HOLDINGS BERHAD,59,Main Market,Telecommunications & Media ,-1.99,-15,0,0,Neutral,Neutral,48.8,high,,,,,,,high
GREEN OCEAN CORPORATION BERHAD,74,Ace Market,Consumer Products & Services ,-1.12,-9,0,0,Neutral,Oversold,30.4,high,,,,,,,high
LYC HEALTHCARE BERHAD,75,Ace Market,Technology ,-1.89,-16,0,0,Neutral,Neutral,97.5,high,,,,,,,high
TEX CYCLE TECHNOLOGY (M) BERHAD,89,Ace Market,Industrial Products & Services ,3.05,17,0.0116,0.59,Neutral,Neutral,130.7,low,,,,,,,low
ELSOFT RESEARCH BERHAD,90,Main Market,Technology ,5.99,16,0.0468,4.56,Neutral,Neutral,649.3,low,,,,,,,low
TMC LIFE SCIENCES BERHAD,101,Main Market,Health Care,1.66,45,0.0024,0.18,Neutral,Neutral,1293.7,low,678488000,2114000,676374000,0.003115751,0.00312549,low,low
ADVANCE INFORMATION MARKETING BERHAD,122,Ace Market,Industrial Products & Services ,-0.85,-31,0,0,Neutral,Neutral,69.2,high,16530738,16303617,227121,0.986260686,71.78383769,medium,high
FRONTKEN CORPORATION BERHAD,128,Main Market,Technology ,4.96,24,0.0126,1.5,Overbought,Overbought,1253.6,low,,,,,,,low
DIVERSIFIED GATEWAY SOLUTIONS BERHAD,131,Ace Market,Technology ,-0.39,-20,0,0,Neutral,Neutral,59.7,high,,,,,,,high
WINTONI GROUP BERHAD,141,Ace Market,Technology ,-0.32,-11,0,0,Overbought,Neutral,18,high,,,,,,,high
KEY ASIC BERHAD,143,Main Market,Technology ,0.44,26,0,0,Neutral,Neutral,109.3,medium,,,,,,,medium
JF TECHNOLOGY BERHAD,146,Ace Market,Technology ,0.45,200,0,0,Neutral,Neutral,189,medium,,,,,,,medium
INNITY CORPORATION BERHAD,147,Ace Market,Telecommunications & Media ,1.04,47,0,0,Neutral,Oversold,68,medium,,,,,,,medium
FIBON BERHAD,149,Main Market ,Industrial Products & Services ,2.13,20,0.0174,0.75,Neutral,Neutral,42.1,medium,,,,,,,medium
MALAYSIAN GENOMICS RESOURCE CENTRE BERHAD,155,Ace Market,Health Care,-4.3,-6,0,0,Neutral,Neutral,26.9,high,,,,,,,high
SCH GROUP BERHAD,161,Ace Market,Industrial Products & Services ,-1.79,-7,0,0,Neutral,Neutral,66.7,high,116718872,43415744,73303128,0.371968502,0.592276826,low,medium
