Date,name,code,Sector_main,sector,price,volume,EMA10,ADX,ATR,MACD,MACDsignal,ClgtEMA10,MACDSIGgtMACD,RSI,EPS,P/E,DY,DPS,Market_Cap (M),debt_ratio,debt-equity_ratio,polarity,risk,target
4/19/2019,HARN LEN CORPORATION BHD,7501,Main Market,Plantation ,0.67,0.0,0.6708674793914636,31.2452217899154,0.016354721626290605,0.01871451685711667,0.026139013380443735,-1,1,61.94089579137937,-11.41,-6,0.0,0.0,120.6,0.421111716,0.7274490229999999,0.0,medium,0
4/22/2019,HARN LEN CORPORATION BHD,7501,Main Market,Plantation ,0.65,899.0,0.6670733922293793,29.385867874364454,0.016615098652984134,0.015660315139707004,0.024043273732296387,-1,1,54.269206479608634,-11.41,-6,0.0,0.0,120.6,0.421111716,0.7274490229999999,0.0,medium,1
4/23/2019,HARN LEN CORPORATION BHD,7501,Main Market,Plantation ,0.655,2200.0,0.6648782300058558,27.65932495278143,0.015785448749199554,0.013487817325329443,0.021932182450902997,-1,1,55.74491766705609,-11.41,-6,0.0,0.0,120.6,0.421111716,0.7274490229999999,0.0,medium,0
4/24/2019,HARN LEN CORPORATION BHD,7501,Main Market,Plantation ,0.655,260.0,0.6630821881866092,26.056106525597187,0.0146579166956853,0.011632010578163765,0.01987214807635515,-1,1,55.74491766705611,-11.41,-6,0.0,0.0,120.6,0.421111716,0.7274490229999999,0.0,medium,0
4/25/2019,HARN LEN CORPORATION BHD,7501,Main Market,Plantation ,0.655,510.0,0.6616126994254076,24.26668104749051,0.01396806550313635,0.01004547240784126,0.017906812942652374,-1,1,55.74491766705609,-11.41,-6,0.0,0.0,120.6,0.421111716,0.7274490229999999,0.0,medium,1
4/26/2019,HARN LEN CORPORATION BHD,7501,Main Market,Plantation ,0.7,9975.0,0.668592208620788,24.73456139150767,0.01654177511005518,0.012277723443539168,0.016780995042829733,1,1,67.52480147140818,-11.41,-6,0.0,0.0,120.6,0.421111716,0.7274490229999999,0.0,medium,0
4/11/2019,HB GLOBAL LIMITED,5187,Main Market,Consumer Products & Services ,0.105,400.0,0.11095095139776703,47.00642351898073,0.007097754939226909,0.001635086327542029,0.006048195116980739,-1,1,49.19931507636121,2.37,5,0.0,0.0,53.8,0.22926118,0.29745638,0.0,medium,0
4/12/2019,HB GLOBAL LIMITED,5187,Main Market,Consumer Products & Services ,0.09,6245.0,0.10714168750726394,44.60616441594217,0.007662201014996415,-0.0002801786165061576,0.00478252037028336,-1,1,36.978569248648526,2.37,5,0.0,0.0,53.8,0.22926118,0.29745638,0.0,medium,1
4/15/2019,HB GLOBAL LIMITED,5187,Main Market,Consumer Products & Services ,0.095,4256.0,0.10493410796048867,42.37735239169207,0.007829186656782386,-0.001378689001540992,0.003550278495918489,-1,1,42.13793168181239,2.37,5,0.0,0.0,53.8,0.22926118,0.29745638,0.0,medium,0
4/17/2019,HB GLOBAL LIMITED,5187,Main Market,Consumer Products & Services ,0.095,4621.0,0.1031279065131271,39.70588997708871,0.008698530467012215,-0.002223633730539326,0.002395496050626926,-1,1,42.13793168181239,2.37,5,0.0,0.0,53.8,0.22926118,0.29745638,0.0,medium,0
4/19/2019,HB GLOBAL LIMITED,5187,Main Market,Consumer Products & Services ,0.09,698.0,0.10074101441983127,37.225246306385586,0.008434349719368486,-0.0032591473076116484,0.001264567378979211,-1,1,38.48402360300943,2.37,5,0.0,0.0,53.8,0.22926118,0.29745638,0.0,medium,1
4/22/2019,HB GLOBAL LIMITED,5187,Main Market,Consumer Products & Services ,0.11,100.0,0.10242446634349832,36.41460060631749,0.009260467596556451,-0.002437864243407778,0.000524081054501813,1,1,55.21332761868718,2.37,5,0.0,0.0,53.8,0.22926118,0.29745638,0.0,medium,0
4/23/2019,HB GLOBAL LIMITED,5187,Main Market,Consumer Products & Services ,0.11,0.0,0.1038018360992259,35.70744435807863,0.00871686276823099,-0.001766626922525466,6.593945909635722e-05,1,1,55.21332761868718,2.37,5,0.0,0.0,53.8,0.22926118,0.29745638,0.0,medium,0
4/24/2019,HB GLOBAL LIMITED,5187,Main Market,Consumer Products & Services ,0.095,231.0,0.10220150226300301,33.335188502622835,0.009165658284785919,-0.0024171774326885997,-0.0004306839192606342,-1,1,44.651154637394704,2.37,5,0.0,0.0,53.8,0.22926118,0.29745638,0.0,medium,0
4/25/2019,HB GLOBAL LIMITED,5187,Main Market,Consumer Products & Services ,0.095,0.0,0.10089213821518428,31.03148858306096,0.008612754121586925,-0.0028993218217601285,-0.0009244114997605331,-1,1,44.65115463739471,2.37,5,0.0,0.0,53.8,0.22926118,0.29745638,0.0,medium,1
4/26/2019,HB GLOBAL LIMITED,5187,Main Market,Consumer Products & Services ,0.1,1143.0,0.10072993126696896,29.358816642583953,0.008354700255759287,-0.0028451691713545085,-0.0013085630340793281,-1,1,48.462520507919535,2.37,5,0.0,0.0,53.8,0.22926118,0.29745638,0.0,medium,0
4/11/2019,HCK CAPITAL GROUP BERHAD,7105,Main Market,Property ,1.24,0.0,1.2501532257889587,39.95724277875116,0.018248398444004256,-0.0011936812018642495,-0.0008494187900352193,-1,1,32.77634424460894,1.58,79,0.0,0.0,522.6,0.0015591679999999999,0.001561603,0.0,medium,0
4/12/2019,HCK CAPITAL GROUP BERHAD,7105,Main Market,Property ,1.24,0.0,1.2483071847364207,39.2495885491663,0.018273512840861074,-0.0019442360222647892,-0.0010683822364811334,-1,1,32.77634424460894,1.58,79,0.0,0.0,522.6,0.0015591679999999999,0.001561603,0.0,medium,0
4/15/2019,HCK CAPITAL GROUP BERHAD,7105,Main Market,Property ,1.24,0.0,1.2467967875116168,38.59248105026607,0.01829683335222812,-0.0025101210123534834,-0.0013567299916556034,-1,1,32.77634424460894,1.58,79,0.0,0.0,522.6,0.0015591679999999999,0.001561603,0.0,medium,0
4/17/2019,HCK CAPITAL GROUP BERHAD,7105,Main Market,Property ,1.24,130.0,1.2455610079640502,37.98230980128729,0.016989916684211827,-0.0029248728306583427,-0.0016703585594561514,-1,1,32.77634424460895,1.58,79,0.0,0.0,522.6,0.0015591679999999999,0.001561603,0.0,medium,1
4/19/2019,HCK CAPITAL GROUP BERHAD,7105,Main Market,Property ,1.27,675.0,1.2500044610614955,36.164748462021514,0.01791920834962527,-0.0008233265591801597,-0.001500952159400953,1,-1,61.512873838149886,1.58,79,0.0,0.0,522.6,0.0015591679999999999,0.001561603,0.0,medium,0
4/22/2019,HCK CAPITAL GROUP BERHAD,7105,Main Market,Property ,1.27,0.0,1.253640013595769,34.91095623499159,0.01799997918179488,0.0008325666912276652,-0.0010342483892752292,1,-1,61.512873838149886,1.58,79,0.0,0.0,522.6,0.0015591679999999999,0.001561603,0.0,medium,1
4/23/2019,HCK CAPITAL GROUP BERHAD,7105,Main Market,Property ,1.28,250.0,1.2584327383965384,33.986376911709954,0.01742855209738096,0.00291815181116295,-0.00024376834918759334,1,-1,66.97113114519757,1.58,79,0.0,0.0,522.6,0.0015591679999999999,0.001561603,0.0,medium,0
4/24/2019,HCK CAPITAL GROUP BERHAD,7105,Main Market,Property ,1.28,350.0,1.2623540586880768,33.12783896866272,0.016183655518996608,0.004518901955714361,0.0007087657117927974,1,-1,66.97113114519756,1.58,79,0.0,0.0,522.6,0.0015591679999999999,0.001561603,0.0,medium,0
4/25/2019,HCK CAPITAL GROUP BERHAD,7105,Main Market,Property ,1.28,0.0,1.265562411653881,31.079684090869417,0.01639910869621113,0.0057215534711809735,0.0017113232636704325,1,-1,66.97113114519757,1.58,79,0.0,0.0,522.6,0.0015591679999999999,0.001561603,0.0,medium,0
4/26/2019,HCK CAPITAL GROUP BERHAD,7105,Main Market,Property ,1.28,0.0,1.2681874277168117,29.177825990061347,0.01659917236076747,0.006598598920949161,0.0026887783951261785,1,-1,66.97113114519757,1.58,79,0.0,0.0,522.6,0.0015591679999999999,0.001561603,0.0,medium,0
4/11/2019,HEITECH PADU BHD,5028,Main Market,Technology ,0.885,15002.0,0.8271641138210162,20.950031182373824,0.045381060245806557,0.04003476935235595,0.02029807280901525,1,-1,64.19120251628507,-28.82,-3,0.0,0.0,73.9,0.7142448640000001,2.499499652,0.0,high,1
4/12/2019,HEITECH PADU BHD,5028,Main Market,Technology ,0.9,13639.0,0.8404070022171951,23.59315489961489,0.04499669879967751,0.04368941537586102,0.024976341322384403,1,-1,65.70152731133182,-28.82,-3,0.0,0.0,73.9,0.7142448640000001,2.499499652,0.0,high,0
4/15/2019,HEITECH PADU BHD,5028,Main Market,Technology ,0.87,10230.0,0.8457875472686142,24.946518766267562,0.045711220313986264,0.04366169456378244,0.02871341197066401,1,-1,60.23000477955901,-28.82,-3,0.0,0.0,73.9,0.7142448640000001,2.499499652,0.0,high,1
4/17/2019,HEITECH PADU BHD,5028,Main Market,Technology ,0.875,6091.0,0.8510989023106843,26.027957393579793,0.044588990291558675,0.04354126720886298,0.031678983018303804,1,-1,60.81570873318134,-28.82,-3,0.0,0.0,73.9,0.7142448640000001,2.499499652,0.0,high,0
4/19/2019,HEITECH PADU BHD,5028,Main Market,Technology ,0.86,7765.0,0.8527172837087417,27.032150404655436,0.04318977669930448,0.04175413731872535,0.033694013878388114,1,-1,58.05349715238837,-28.82,-3,0.0,0.0,73.9,0.7142448640000001,2.499499652,0.0,high,1
4/22/2019,HEITECH PADU BHD,5028,Main Market,Technology ,0.91,37562.0,0.863132323034425,28.616410489570935,0.045104792649354165,0.043866737691765856,0.03572855864106366,1,-1,63.93386159806759,-28.82,-3,0.0,0.0,73.9,0.7142448640000001,2.499499652,0.0,high,0
4/23/2019,HEITECH PADU BHD,5028,Main Market,Technology ,0.89,9608.0,0.8680173552099841,30.08750913984961,0.04402587888868602,0.04342656148612234,0.0372681592100754,1,-1,60.29287443219562,-28.82,-3,0.0,0.0,73.9,0.7142448640000001,2.499499652,0.0,high,1
4/24/2019,HEITECH PADU BHD,5028,Main Market,Technology ,0.945,30419.0,0.8820141997172597,31.891724636575674,0.04480974468235129,0.046974268886417314,0.03920938114534378,1,-1,66.0232989659813,-28.82,-3,0.0,0.0,73.9,0.7142448640000001,2.499499652,0.0,high,1
4/25/2019,HEITECH PADU BHD,5028,Main Market,Technology ,1.0,142162.0,0.9034661634050306,34.732885585889214,0.052680477205040495,0.053605956805321764,0.042088696277339376,1,-1,70.59360077566097,-28.82,-3,0.0,0.0,73.9,0.7142448640000001,2.499499652,0.354647496,high,0
4/26/2019,HEITECH PADU BHD,5028,Main Market,Technology ,0.965,25080.0,0.914654133695025,37.21735901088199,0.05177472883325189,0.055398806806681966,0.04475071838320789,1,-1,64.6352867317249,-28.82,-3,0.0,0.0,73.9,0.7142448640000001,2.499499652,0.0,high,0
4/11/2019,HEKTAR REITS,5121,Main Market,Real Estate Investment Trusts ,1.13,417.0,1.1334940839277605,14.775429942379441,0.015386513414066353,-0.0038137271977018994,-0.004465945798309118,-1,-1,47.14375799829719,7.17,16,0.0777,9.01,535.9,0.499070275,0.9962880040000001,0.0,low,0
4/12/2019,HEKTAR REITS,5121,Main Market,Real Estate Investment Trusts ,1.13,2104.0,1.132858795940895,15.441186599915524,0.015001762455918758,-0.0037622935418604175,-0.004325215347019378,-1,-1,47.1437579982972,7.17,16,0.0777,9.01,535.9,0.499070275,0.9962880040000001,0.0,low,1
4/15/2019,HEKTAR REITS,5121,Main Market,Real Estate Investment Trusts ,1.14,5228.0,1.134157196678914,16.890704082132714,0.016073065137638832,-0.00288140058025399,-0.0040364523936663,1,-1,56.24256030858744,7.17,16,0.0777,9.01,535.9,0.499070275,0.9962880040000001,0.0,low,0
4/17/2019,HEKTAR REITS,5121,Main Market,Real Estate Investment Trusts ,1.13,9139.0,1.133401342737293,18.23668460133439,0.017067846199236045,-0.002956126600872855,-0.003820387235107611,-1,-1,47.44669455384844,7.17,16,0.0777,9.01,535.9,0.499070275,0.9962880040000001,0.17828538100000002,low,0
4/19/2019,HEKTAR REITS,5121,Main Market,Real Estate Investment Trusts ,1.13,771.0,1.132782916785058,19.486523654878802,0.01656300004214776,-0.0029809845759916076,-0.0036525067032844106,-1,-1,47.446694553848445,7.17,16,0.0777,9.01,535.9,0.499070275,0.9962880040000001,0.0,low,0
4/22/2019,HEKTAR REITS,5121,Main Market,Real Estate Investment Trusts ,1.13,2391.0,1.1322769319150474,20.6470884903129,0.016094214324851492,-0.0029664888633240682,-0.003515303135292342,-1,-1,47.44669455384843,7.17,16,0.0777,9.01,535.9,0.499070275,0.9962880040000001,0.0,low,1
4/23/2019,HEKTAR REITS,5121,Main Market,Real Estate Investment Trusts ,1.14,449.0,1.1336811261123114,21.724755837501707,0.015658913301647814,-0.0021236048848713995,-0.0032369634852081534,1,-1,56.03445664646674,7.17,16,0.0777,9.01,535.9,0.499070275,0.9962880040000001,0.0,low,0
4/24/2019,HEKTAR REITS,5121,Main Market,Real Estate Investment Trusts ,1.14,3490.0,1.1348300122737094,22.725446945605597,0.015254705208672972,-0.0014390250740055066,-0.002877375802967624,1,-1,56.03445664646674,7.17,16,0.0777,9.01,535.9,0.499070275,0.9962880040000001,0.0,low,0
4/25/2019,HEKTAR REITS,5121,Main Market,Real Estate Investment Trusts ,1.13,7591.0,1.133951828223944,24.54069476697934,0.015593654836624903,-0.0016839950219138533,-0.00263869964675687,-1,-1,47.10687848412601,7.17,16,0.0777,9.01,535.9,0.499070275,0.9962880040000001,0.0,low,0
4/26/2019,HEKTAR REITS,5121,Main Market,Real Estate Investment Trusts ,1.13,996.0,1.1332333140014088,26.226282029683528,0.015194108062580269,-0.0018567322173188572,-0.0024823061608692672,-1,-1,47.106878484126,7.17,16,0.0777,9.01,535.9,0.499070275,0.9962880040000001,0.0,low,0
4/11/2019,HEVEABOARD BHD,5095,Main Market,Industrial Products & Services ,0.695,58765.0,0.6606860148359485,16.749171710287122,0.018617656580897028,0.010417322604579282,0.004106246877867623,1,-1,67.97355890300891,2.97,22,0.0558,3.6,361.6,0.136498657,0.158075791,0.0,low,1
4/12/2019,HEVEABOARD BHD,5095,Main Market,Industrial Products & Services ,0.705,33278.0,0.6687431030475942,19.966732322475742,0.018716395396547243,0.013392732436086296,0.005963543989511358,1,-1,70.32820436862687,2.97,22,0.0558,3.6,361.6,0.136498657,0.158075791,0.0,low,0
4/15/2019,HEVEABOARD BHD,5095,Main Market,Industrial Products & Services ,0.695,16298.0,0.673517084311668,22.437293949794554,0.018808081439651014,0.014773549455801671,0.007725545082769421,1,-1,65.1683410940225,2.97,22,0.0558,3.6,361.6,0.136498657,0.158075791,0.0,low,0
4/17/2019,HEVEABOARD BHD,5095,Main Market,Industrial Products & Services ,0.67,18875.0,0.6728776144368193,22.25520426709385,0.01960750419396165,0.01369272461990001,0.008918980990195538,-1,-1,54.41895721910215,2.97,22,0.0558,3.6,361.6,0.136498657,0.158075791,0.0,low,1
4/19/2019,HEVEABOARD BHD,5095,Main Market,Industrial Products & Services ,0.7,32403.0,0.6778089572664885,22.512533164296084,0.020349825322964383,0.015083044482143482,0.010151793688585127,1,-1,62.4279473454103,2.97,22,0.0558,3.6,361.6,0.136498657,0.158075791,0.0,low,1
4/22/2019,HEVEABOARD BHD,5095,Main Market,Industrial Products & Services ,0.715,33956.0,0.6845709650362178,23.320478704416413,0.01996769494275264,0.017197021075272656,0.011560839165922633,1,-1,65.67547409388442,2.97,22,0.0558,3.6,361.6,0.136498657,0.158075791,0.0,low,0
4/23/2019,HEVEABOARD BHD,5095,Main Market,Industrial Products & Services ,0.705,22574.0,0.6882853350296327,24.07071384881386,0.01997000244684174,0.01785957229695201,0.012820585792128508,1,-1,61.83807307089349,2.97,22,0.0558,3.6,361.6,0.136498657,0.158075791,0.0,low,0
4/24/2019,HEVEABOARD BHD,5095,Main Market,Industrial Products & Services ,0.7,8764.0,0.690415274115154,24.76736076861149,0.01997214512921019,0.017776276846165784,0.013811724002935963,1,-1,59.9518576011728,2.97,22,0.0558,3.6,361.6,0.136498657,0.158075791,0.0,low,1
4/25/2019,HEVEABOARD BHD,5095,Main Market,Industrial Products & Services ,0.72,28728.0,0.695794315185126,25.61663075462434,0.02033127761998089,0.019103879819525105,0.014870155166253791,1,-1,64.60287551408148,2.97,22,0.0558,3.6,361.6,0.136498657,0.158075791,0.0,low,1
4/26/2019,HEVEABOARD BHD,5095,Main Market,Industrial Products & Services ,0.725,15398.0,0.7011044396969213,26.40523859877913,0.019593329218553685,0.020325176965951597,0.015961159526193352,1,-1,65.67609133290688,2.97,22,0.0558,3.6,361.6,0.136498657,0.158075791,0.0,low,0
4/11/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.285,37039.0,0.279569279242453,16.911037579562787,0.011717751898143567,-0.002093065251524584,-0.0029857203297058493,1,-1,49.258513966668,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
4/11/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.285,37039.0,0.279569279242453,16.911037579562787,0.011717751898143567,-0.002093065251524584,-0.0029857203297058493,1,-1,49.258513966668,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
4/11/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.285,37039.0,0.279569279242453,16.911037579562787,0.011717751898143567,-0.002093065251524584,-0.0029857203297058493,1,-1,49.258513966668,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,0
4/11/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.285,37039.0,0.279569279242453,16.911037579562787,0.011717751898143567,-0.002093065251524584,-0.0029857203297058493,1,-1,49.258513966668,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,0
4/12/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.285,25136.0,0.28055668301655246,16.580219029629603,0.011595055333990452,-0.0016746054116220654,-0.0027234973460890924,1,-1,49.258513966668,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
4/12/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.285,25136.0,0.28055668301655246,16.580219029629603,0.011595055333990452,-0.0016746054116220654,-0.0027234973460890924,1,-1,49.258513966668,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
4/12/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.285,25136.0,0.28055668301655246,16.580219029629603,0.011595055333990452,-0.0016746054116220654,-0.0027234973460890924,1,-1,49.258513966668,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,0
4/12/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.285,25136.0,0.28055668301655246,16.580219029629603,0.011595055333990452,-0.0016746054116220654,-0.0027234973460890924,1,-1,49.258513966668,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,0
4/15/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.27,49298.0,0.278637286104452,15.582857189469893,0.012195408524419703,-0.0025242496349277554,-0.002683647803856825,-1,-1,40.546839896159916,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
4/15/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.27,49298.0,0.278637286104452,15.582857189469893,0.012195408524419703,-0.0025242496349277554,-0.002683647803856825,-1,-1,40.546839896159916,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
4/15/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.27,49298.0,0.278637286104452,15.582857189469893,0.012195408524419703,-0.0025242496349277554,-0.002683647803856825,-1,-1,40.546839896159916,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,0
4/15/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.27,49298.0,0.278637286104452,15.582857189469893,0.012195408524419703,-0.0025242496349277554,-0.002683647803856825,-1,-1,40.546839896159916,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,0
4/17/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.265,21620.0,0.2761577795400062,15.120536010753625,0.011681450772675439,-0.003560019329712283,-0.0028589221090279163,-1,1,38.126320139243845,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,1
4/17/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.265,21620.0,0.2761577795400062,15.120536010753625,0.011681450772675439,-0.003560019329712283,-0.0028589221090279163,-1,1,38.126320139243845,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,1
4/17/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.265,21620.0,0.2761577795400062,15.120536010753625,0.011681450772675439,-0.003560019329712283,-0.0028589221090279163,-1,1,38.126320139243845,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,1
4/17/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.265,21620.0,0.2761577795400062,15.120536010753625,0.011681450772675439,-0.003560019329712283,-0.0028589221090279163,-1,1,38.126320139243845,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,1
4/19/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.27,14232.0,0.27503818326000506,14.16910228194706,0.011561347146055764,-0.003932089383122284,-0.00307355556384679,-1,1,41.863833015925714,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,1
4/19/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.27,14232.0,0.27503818326000506,14.16910228194706,0.011561347146055764,-0.003932089383122284,-0.00307355556384679,-1,1,41.863833015925714,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,1
4/19/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.27,14232.0,0.27503818326000506,14.16910228194706,0.011561347146055764,-0.003932089383122284,-0.00307355556384679,-1,1,41.863833015925714,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,1
4/19/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.27,14232.0,0.27503818326000506,14.16910228194706,0.011561347146055764,-0.003932089383122284,-0.00307355556384679,-1,1,41.863833015925714,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,1
4/22/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.285,78635.0,0.27684942266727686,13.94536247093514,0.01180696520705178,-0.0029822059277241353,-0.003055285636622259,1,-1,51.35685224610956,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
4/22/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.285,78635.0,0.27684942266727686,13.94536247093514,0.01180696520705178,-0.0029822059277241353,-0.003055285636622259,1,-1,51.35685224610956,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
4/22/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.285,78635.0,0.27684942266727686,13.94536247093514,0.01180696520705178,-0.0029822059277241353,-0.003055285636622259,1,-1,51.35685224610956,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,0
4/22/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.285,78635.0,0.27684942266727686,13.94536247093514,0.01180696520705178,-0.0029822059277241353,-0.003055285636622259,1,-1,51.35685224610956,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,0
4/23/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.275,20660.0,0.27651316400049925,13.737604074995499,0.011677896263690936,-0.0030017307882785893,-0.003044574666953525,-1,-1,45.96788090711254,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
4/23/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.275,20660.0,0.27651316400049925,13.737604074995499,0.011677896263690936,-0.0030017307882785893,-0.003044574666953525,-1,-1,45.96788090711254,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
4/23/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.275,20660.0,0.27651316400049925,13.737604074995499,0.011677896263690936,-0.0030017307882785893,-0.003044574666953525,-1,-1,45.96788090711254,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,0
4/23/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.275,20660.0,0.27651316400049925,13.737604074995499,0.011677896263690936,-0.0030017307882785893,-0.003044574666953525,-1,-1,45.96788090711254,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,0
4/24/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.275,18637.0,0.2762380432731357,13.54468556448012,0.011558046530570151,-0.002982820285427734,-0.0030322237906483668,-1,-1,45.96788090711254,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,1
4/24/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.275,18637.0,0.2762380432731357,13.54468556448012,0.011558046530570151,-0.002982820285427734,-0.0030322237906483668,-1,-1,45.96788090711254,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,1
4/24/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.275,18637.0,0.2762380432731357,13.54468556448012,0.011558046530570151,-0.002982820285427734,-0.0030322237906483668,-1,-1,45.96788090711254,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,1
4/24/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.275,18637.0,0.2762380432731357,13.54468556448012,0.011558046530570151,-0.002982820285427734,-0.0030322237906483668,-1,-1,45.96788090711254,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,1
4/25/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.28,14929.0,0.27692203540529287,13.365546947572982,0.011089614635529427,-0.0025351517115653754,-0.0029328093748317687,1,-1,49.067052733399045,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
4/25/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.28,14929.0,0.27692203540529287,13.365546947572982,0.011089614635529427,-0.0025351517115653754,-0.0029328093748317687,1,-1,49.067052733399045,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
4/25/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.28,14929.0,0.27692203540529287,13.365546947572982,0.011089614635529427,-0.0025351517115653754,-0.0029328093748317687,1,-1,49.067052733399045,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,0
4/25/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.28,14929.0,0.27692203540529287,13.365546947572982,0.011089614635529427,-0.0025351517115653754,-0.0029328093748317687,1,-1,49.067052733399045,-1.02,-26,0.0189,0.5,356.2,0.314323225,0.458413113,0.0,medium,0
4/26/2019,HIAP TECK VENTURE BHD,5072,Main Market,Industrial Products & Services ,0.275,39515.0,0.2765725744225124,12.57916930112262,0.011011785018705898,-0.002554384005985899,-0.002857124301062595,-1,-1,46.21250166251229,-1.02,-25,0.0192,0.5,349.5,0.314323225,0.458413113,0.0,medium,0
