Date,name,code,Sector_main,sector,price,volume,EMA10,ADX,ATR,MACD,MACDsignal,ClgtEMA10,MACDSIGgtMACD,RSI,EPS,P/E,DY,DPS,Market_Cap (M),debt_ratio,debt-equity_ratio,polarity,risk,target
4/26/2019,LPI CAPITAL BHD,8621,Main Market,Financial Services ,15.58,587.0,15.632557001897277,53.438736693663195,0.08319357406999393,-0.13222019805326113,-0.13940789328514042,-1,-1,27.91697135142588,80.0,20,0.0434,68.0,6246.6,0.49139272700000003,0.9661535609999999,0.0,low,0
4/11/2019,LUXCHEM CORPORATION BHD,5143,Main Market,Industrial Products & Services ,0.525,1520.0,0.5284306501814071,38.49093244312467,0.007497330326771323,-0.006115606488368841,-0.00832159297668094,-1,-1,44.08024839647594,4.37,12,0.0417,2.21,460.9,0.001686304,0.0016891520000000002,0.0,low,0
4/12/2019,LUXCHEM CORPORATION BHD,5143,Main Market,Industrial Products & Services ,0.525,1219.0,0.5278068956029695,37.74109276523894,0.0073189495891448,-0.005966569000547484,-0.00785058818145425,-1,-1,44.08024839647594,4.37,12,0.0417,2.21,460.9,0.001686304,0.0016891520000000002,0.0,low,0
4/15/2019,LUXCHEM CORPORATION BHD,5143,Main Market,Industrial Products & Services ,0.52,2761.0,0.5263874600387932,37.6044794936522,0.007510453189920172,-0.006180667048544475,-0.007516603954872294,-1,-1,40.45101438838661,4.37,12,0.0417,2.21,460.9,0.001686304,0.0016891520000000002,0.0,low,1
4/17/2019,LUXCHEM CORPORATION BHD,5143,Main Market,Industrial Products & Services ,0.525,1131.0,0.5261351945771945,37.47762431289308,0.007331135104925874,-0.005879112333459058,-0.007189105630589647,-1,-1,45.300944182140334,4.37,12,0.0417,2.21,460.9,0.001686304,0.0016891520000000002,0.0,low,0
4/19/2019,LUXCHEM CORPORATION BHD,5143,Main Market,Industrial Products & Services ,0.525,3096.0,0.5259287955631591,37.359830216473895,0.007164625454574026,-0.005575853085646121,-0.006866455121600942,-1,-1,45.30094418214035,4.37,12,0.0417,2.21,460.9,0.001686304,0.0016891520000000002,0.0,low,0
4/22/2019,LUXCHEM CORPORATION BHD,5143,Main Market,Industrial Products & Services ,0.525,3747.0,0.5257599236425847,36.089647569783516,0.007367152207818739,-0.005274714323563079,-0.006548106961993369,-1,-1,45.30094418214035,4.37,12,0.0417,2.21,460.9,0.001686304,0.0016891520000000002,0.0,low,0
4/23/2019,LUXCHEM CORPORATION BHD,5143,Main Market,Industrial Products & Services ,0.52,2182.0,0.5247126647984784,36.087214511433636,0.007912355621545972,-0.0053775290903235184,-0.006313991387659399,-1,-1,41.11830555709331,4.37,12,0.0417,2.21,460.9,0.001686304,0.0016891520000000002,0.0,low,0
4/24/2019,LUXCHEM CORPORATION BHD,5143,Main Market,Industrial Products & Services ,0.515,3200.0,0.5229467257442096,36.08495524296589,0.008061473077149831,-0.005795659986328694,-0.006210325107393258,-1,-1,37.399577120199865,4.37,12,0.0417,2.21,460.9,0.001686304,0.0016891520000000002,0.0,low,0
4/25/2019,LUXCHEM CORPORATION BHD,5143,Main Market,Industrial Products & Services ,0.515,3221.0,0.5215018665179897,36.082857350817264,0.007842796428781986,-0.006057208010420201,-0.006179701687998647,-1,-1,37.399577120199865,4.37,12,0.0417,2.21,460.9,0.001686304,0.0016891520000000002,0.0,low,0
4/26/2019,LUXCHEM CORPORATION BHD,5143,Main Market,Industrial Products & Services ,0.505,3502.0,0.5185015271510824,37.01159682311714,0.007996882398154702,-0.0069908173397178475,-0.006341924818342487,-1,1,30.91442965102778,4.37,12,0.0417,2.21,460.9,0.001686304,0.0016891520000000002,0.0,low,0
4/11/2019,LYSAGHT GALVANIZED STEEL BHD,9199,Main Market,Industrial Products & Services ,2.62,0.0,2.6135501918252997,10.451966129393252,0.05007982204120918,-0.015542468474327276,-0.01829422955361832,1,-1,48.141749319392495,22.37,12,0.0,0.0,111.0,0.074770828,0.080813306,0.0,medium,1
4/12/2019,LYSAGHT GALVANIZED STEEL BHD,9199,Main Market,Industrial Products & Services ,2.67,195.0,2.623813793311609,10.615510277198439,0.05507412046683711,-0.009976103155371785,-0.016630604273969014,1,-1,57.529532905864464,22.37,12,0.0,0.0,111.0,0.074770828,0.080813306,0.0,medium,0
4/15/2019,LYSAGHT GALVANIZED STEEL BHD,9199,Main Market,Industrial Products & Services ,2.67,0.0,2.632211285436771,10.415796134265447,0.05400096900492014,-0.005501302940743802,-0.014404744007323972,1,-1,57.529532905864464,22.37,12,0.0,0.0,111.0,0.074770828,0.080813306,0.0,medium,0
4/17/2019,LYSAGHT GALVANIZED STEEL BHD,9199,Main Market,Industrial Products & Services ,2.63,240.0,2.631809233539176,10.52495862014365,0.05300089979028299,-0.005123595616568277,-0.012548514329172833,-1,-1,49.256445235029304,22.37,12,0.0,0.0,111.0,0.074770828,0.080813306,0.0,medium,0
4/19/2019,LYSAGHT GALVANIZED STEEL BHD,9199,Main Market,Industrial Products & Services ,2.63,53.0,2.631480281986599,12.039692657636483,0.05492940694811992,-0.004769282520800555,-0.010992667967498378,-1,-1,49.256445235029325,22.37,12,0.0,0.0,111.0,0.074770828,0.080813306,0.0,medium,0
4/22/2019,LYSAGHT GALVANIZED STEEL BHD,9199,Main Market,Industrial Products & Services ,2.63,0.0,2.6312111398072173,13.086262148318719,0.05382373502325418,-0.004437335992540259,-0.009681601572506754,-1,-1,49.256445235029325,22.37,12,0.0,0.0,111.0,0.074770828,0.080813306,0.0,medium,0
4/23/2019,LYSAGHT GALVANIZED STEEL BHD,9199,Main Market,Industrial Products & Services ,2.55,17.0,2.6164454780240867,14.812178343816969,0.05569346823587889,-0.010508462376467076,-0.009846973733298818,-1,1,36.238751463711225,22.37,12,0.0,0.0,111.0,0.074770828,0.080813306,0.0,medium,1
4/24/2019,LYSAGHT GALVANIZED STEEL BHD,9199,Main Market,Industrial Products & Services ,2.7,17.0,2.6316372092924345,14.217931943276934,0.06242964907617328,-0.003179476353885491,-0.008513474257416153,1,-1,58.42517735255074,22.37,12,0.0,0.0,111.0,0.074770828,0.080813306,0.0,medium,0
4/25/2019,LYSAGHT GALVANIZED STEEL BHD,9199,Main Market,Industrial Products & Services ,2.7,0.0,2.644066807602901,14.074711477117749,0.06086324557073231,0.0025988400610015283,-0.006291011393732617,1,-1,58.42517735255074,22.37,12,0.0,0.0,111.0,0.074770828,0.080813306,0.0,medium,0
4/26/2019,LYSAGHT GALVANIZED STEEL BHD,9199,Main Market,Industrial Products & Services ,2.7,0.0,2.654236478947828,13.941721044255647,0.059408728029965704,0.007096394630374814,-0.0036135301889111304,1,-1,58.42517735255074,22.37,12,0.0,0.0,111.0,0.074770828,0.080813306,0.0,medium,0
4/11/2019,MAH SING GROUP BHD,8583,Main Market,Property ,0.94,13806.0,0.9348469575996344,26.80809864562696,0.018016314830620484,-0.005388783820729048,-0.009946048114812601,1,-1,45.72019915620182,11.19,8,0.0,0.0,2294.2,0.028482441,0.029317474,0.0,medium,1
4/12/2019,MAH SING GROUP BHD,8583,Main Market,Property ,0.945,1328.0,0.9366929653087918,25.63759166714652,0.017443720914147583,-0.004085247638550893,-0.00877388801956026,1,-1,48.662978625737004,11.19,8,0.0,0.0,2294.2,0.028482441,0.029317474,0.0,medium,0
4/15/2019,MAH SING GROUP BHD,8583,Main Market,Property ,0.94,2537.0,0.9372942443435569,25.101365799292797,0.01726916942027989,-0.0034162634771457423,-0.007702363111077357,1,-1,45.97850581855384,11.19,8,0.0,0.0,2294.2,0.028482441,0.029317474,0.0,medium,0
4/17/2019,MAH SING GROUP BHD,8583,Main Market,Property ,0.93,1187.0,0.9359680180992739,23.88772668171146,0.016749943033117033,-0.003650919607359304,-0.006892074410333746,-1,-1,41.09568061751001,11.19,8,0.0,0.0,2294.2,0.028482441,0.029317474,0.0,medium,1
4/19/2019,MAH SING GROUP BHD,8583,Main Market,Property ,0.935,1796.0,0.9357920148084968,22.248495323725717,0.016267804245037244,-0.0033943006825141175,-0.00619251966476982,-1,-1,44.28184194720582,11.19,8,0.0,0.0,2294.2,0.028482441,0.029317474,0.0,medium,0
4/22/2019,MAH SING GROUP BHD,8583,Main Market,Property ,0.935,4377.0,0.9356480121160429,21.18843842771901,0.01582010394182029,-0.0031545644800567985,-0.005584928627827216,-1,-1,44.28184194720581,11.19,8,0.0,0.0,2294.2,0.028482441,0.029317474,0.0,medium,1
4/23/2019,MAH SING GROUP BHD,8583,Main Market,Property ,0.945,4407.0,0.9373483735494896,21.20390042348956,0.016118667945975978,-0.002133066720524046,-0.004894556246366582,1,-1,50.49317805563989,11.19,8,0.0,0.0,2294.2,0.028482441,0.029317474,0.0,medium,0
4/24/2019,MAH SING GROUP BHD,8583,Main Market,Property ,0.945,6097.0,0.9387395783586733,21.218257990990786,0.015681620235549115,-0.0013084395103999391,-0.004177332899173254,1,-1,50.49317805563989,11.19,8,0.0,0.0,2294.2,0.028482441,0.029317474,0.0,medium,1
4/25/2019,MAH SING GROUP BHD,8583,Main Market,Property ,0.95,10430.0,0.9407869277480054,22.400543302668304,0.016347218790152742,-0.00024859267044052835,-0.0033915848534267086,1,-1,53.49917352975315,11.19,8,0.0,0.0,2294.2,0.028482441,0.029317474,0.0,medium,1
4/26/2019,MAH SING GROUP BHD,8583,Main Market,Property ,0.96,2695.0,0.9442802136120044,23.807520934018623,0.016250988876570404,0.0013823254254871076,-0.0024368027976439453,1,-1,58.87717476319669,11.19,8,0.0,0.0,2294.2,0.028482441,0.029317474,0.0,medium,0
4/11/2019,MAJUPERAK HOLDINGS BHD,8141,Main Market,Property ,0.27,3010.0,0.2609277371989205,25.673770340800193,0.01621153841404539,0.014711722613557993,0.007673373519711446,1,-1,60.20435057560887,1.19,18,0.0,0.0,55.3,0.10484832300000001,0.117129114,0.0,medium,1
4/12/2019,MAJUPERAK HOLDINGS BHD,8141,Main Market,Property ,0.275,6593.0,0.2634863304354804,25.71199041282392,0.015767857098756433,0.015003273329588313,0.009139353481686818,1,-1,61.757644680696565,1.19,18,0.0,0.0,55.3,0.10484832300000001,0.117129114,0.0,medium,0
4/15/2019,MAJUPERAK HOLDINGS BHD,8141,Main Market,Property ,0.27,2547.0,0.2646706339926658,26.212769417697196,0.01571301016313097,0.01466185838255124,0.010243854461859703,1,-1,59.26642782982324,1.19,18,0.0,0.0,55.3,0.10484832300000001,0.117129114,0.0,medium,0
4/17/2019,MAJUPERAK HOLDINGS BHD,8141,Main Market,Property ,0.255,1680.0,0.26291233690309024,25.16323097819851,0.01601922372290733,0.013030700137635576,0.010801223597014877,-1,-1,52.43309964984822,1.19,18,0.0,0.0,55.3,0.10484832300000001,0.117129114,0.0,medium,0
4/19/2019,MAJUPERAK HOLDINGS BHD,8141,Main Market,Property ,0.245,613.0,0.2596555483752557,23.860169534623786,0.015589279171271092,0.010806508348740002,0.010802280547359901,-1,-1,48.424590253414564,1.19,18,0.0,0.0,55.3,0.10484832300000001,0.117129114,0.0,medium,0
4/22/2019,MAJUPERAK HOLDINGS BHD,8141,Main Market,Property ,0.245,1824.0,0.2569909032161183,22.650183908447257,0.014832902087608872,0.008940756852041293,0.01042997580829618,-1,1,48.424590253414564,1.19,18,0.0,0.0,55.3,0.10484832300000001,0.117129114,0.0,medium,0
4/23/2019,MAJUPERAK HOLDINGS BHD,8141,Main Market,Property ,0.245,1728.0,0.2548107389950059,21.20474542425622,0.01448769479563681,0.0073770967694193335,0.00981940000052081,-1,1,48.424590253414564,1.19,18,0.0,0.0,55.3,0.10484832300000001,0.117129114,0.0,medium,1
4/24/2019,MAJUPERAK HOLDINGS BHD,8141,Main Market,Property ,0.265,7984.0,0.25666333190500484,21.12706567682258,0.015595716595948468,0.007663379077685106,0.00938819581595367,1,1,56.6945592669861,1.19,18,0.0,0.0,55.3,0.10484832300000001,0.117129114,0.0,medium,0
4/25/2019,MAJUPERAK HOLDINGS BHD,8141,Main Market,Property ,0.265,1601.0,0.2581790897404585,21.054934482777053,0.015196022553380721,0.007800342378147612,0.009070625128392459,1,1,56.6945592669861,1.19,18,0.0,0.0,55.3,0.10484832300000001,0.117129114,0.0,medium,1
4/26/2019,MAJUPERAK HOLDINGS BHD,8141,Main Market,Property ,0.275,1696.0,0.26123743706037517,21.220701906889694,0.015182020942424957,0.008616477814371526,0.008979795665588272,1,1,60.37864625750202,1.19,18,0.0,0.0,55.3,0.10484832300000001,0.117129114,0.0,medium,0
4/11/2019,MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities ,0.91,21313.0,0.9109949147092067,13.879522862117058,0.019577425324897597,0.001344516865100509,0.0029194132935103706,-1,1,46.154591855748386,5.49,16,0.0619,5.6,4525.0,0.162288864,0.193728908,0.0,low,0
4/12/2019,MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities ,0.905,6321.0,0.9099049302166237,13.776635733113256,0.01889332351597634,0.0006726997672666934,0.002470070588261635,-1,1,43.9409661284145,5.49,16,0.0619,5.6,4525.0,0.162288864,0.193728908,0.0,low,0
4/15/2019,MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities ,0.905,17822.0,0.9090131247226921,13.162046308226893,0.018258086121978028,0.0001386812459750475,0.0020037927198043176,-1,1,43.9409661284145,5.49,16,0.0619,5.6,4525.0,0.162288864,0.193728908,0.0,low,0
4/17/2019,MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities ,0.9,12669.0,0.9073743747731118,12.591356127975269,0.01766822282755103,-0.0006801501453044256,0.0014670041467825688,-1,1,41.625602644356015,5.49,16,0.0619,5.6,4525.0,0.162288864,0.193728908,0.0,low,0
4/19/2019,MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities ,0.9,14287.0,0.9060335793598188,12.061429532027333,0.016763349768440242,-0.0013139337123148076,0.0009108165749630935,-1,1,41.625602644356015,5.49,16,0.0619,5.6,4525.0,0.162288864,0.193728908,0.0,low,1
4/22/2019,MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities ,0.905,29829.0,0.9058456558398518,12.51084529117025,0.016994539070694512,-0.0013966537866128004,0.00044932250264791466,-1,1,44.987469921342075,5.49,16,0.0619,5.6,4525.0,0.162288864,0.193728908,0.046109949000000004,low,0
4/23/2019,MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities ,0.895,18874.0,0.9038737184144242,12.928159924660104,0.016494929137073476,-0.002243267476884858,-8.919549325864002e-05,-1,1,40.02290249147349,5.49,16,0.0619,5.6,4525.0,0.162288864,0.193728908,-0.012811172,low,1
4/24/2019,MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities ,0.905,35923.0,0.9040784968845289,13.750670513673525,0.016388148484425373,-0.0020832837017203953,-0.0004880131349509911,1,1,46.39365488201982,5.49,16,0.0619,5.6,4525.0,0.162288864,0.193728908,0.0,low,0
4/25/2019,MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities ,0.9,21269.0,0.9033369519964327,13.853500944225246,0.01664613787839499,-0.0023330595621844363,-0.0008570224203976802,-1,1,43.883714808178034,5.49,16,0.0619,5.6,4525.0,0.162288864,0.193728908,0.0,low,0
4/26/2019,MALAKOFF CORPORATION BERHAD,5264,Main Market,Utilities ,0.895,13703.0,0.9018211425425359,13.948986344023274,0.01617141374422392,-0.0029010257256569805,-0.0012658230814495404,-1,1,41.46770102718127,5.49,16,0.0619,5.6,4525.0,0.162288864,0.193728908,0.0,low,0
4/11/2019,MALAYAN BANKING BHD,1155,Main Market,Financial Services ,9.26,91550.0,9.27760941852817,39.86510403213134,0.0659425094527576,-0.07336078135539914,-0.09031356272527408,-1,-1,37.676894376473044,73.43,13,0.0262,25.0,105303.5,0.855579869,5.961341205,0.0,medium,1
4/12/2019,MALAYAN BANKING BHD,1155,Main Market,Financial Services ,9.27,63990.0,9.276225887886685,39.90955397305688,0.06266090163470346,-0.06942137029515472,-0.08613512423925021,-1,-1,39.419886947528845,73.43,13,0.0262,25.0,105303.5,0.855579869,5.961341205,0.0,medium,0
4/15/2019,MALAYAN BANKING BHD,1155,Main Market,Financial Services ,9.25,42779.0,9.271457544634561,38.482559826267725,0.06247083723222468,-0.06713925199672666,-0.0823359497907455,-1,-1,37.18027037637337,73.43,13,0.0262,25.0,105303.5,0.855579869,5.961341205,0.0,medium,0
4/17/2019,MALAYAN BANKING BHD,1155,Main Market,Financial Services ,9.0,194051.0,9.222101627428277,40.459053604375235,0.07658006314420862,-0.08452916783702769,-0.08277459340000194,-1,1,21.067588741091196,73.43,13,0.0262,25.0,105303.5,0.855579869,5.961341205,0.23609898399999998,medium,1
4/19/2019,MALAYAN BANKING BHD,1155,Main Market,Financial Services ,9.09,44776.0,9.198083149714044,42.294369255475075,0.07896720149105083,-0.09001096323513202,-0.08422186736702796,-1,1,32.42162352820114,73.43,13,0.0262,25.0,105303.5,0.855579869,5.961341205,0.0,medium,1
4/22/2019,MALAYAN BANKING BHD,1155,Main Market,Financial Services ,9.15,65537.0,9.189340758856945,41.971349514345306,0.08046954424169003,-0.08849372643039644,-0.08507623917970165,-1,1,38.74738628600439,73.43,13,0.0262,25.0,105303.5,0.855579869,5.961341205,0.0,medium,1
4/23/2019,MALAYAN BANKING BHD,1155,Main Market,Financial Services ,9.16,58629.0,9.18400607542841,41.67140261186766,0.07757886251014068,-0.0854988118234914,-0.0851607537084596,-1,1,39.75949504358294,73.43,13,0.0262,25.0,105303.5,0.855579869,5.961341205,0.0,medium,0
4/24/2019,MALAYAN BANKING BHD,1155,Main Market,Financial Services ,9.14,114239.0,9.176004970805064,38.78945276291972,0.08703751518798783,-0.08377346491695903,-0.08488329595015949,-1,-1,38.393117807497525,73.43,13,0.0262,25.0,105303.5,0.855579869,5.961341205,0.047272727,medium,0
4/25/2019,MALAYAN BANKING BHD,1155,Main Market,Financial Services ,9.13,95451.0,9.167640430658688,36.11335647461092,0.08510626410313159,-0.08226473483444074,-0.08435958372701574,-1,-1,37.6955687662145,73.43,13,0.0262,25.0,105303.5,0.855579869,5.961341205,0.0,medium,1
4/26/2019,MALAYAN BANKING BHD,1155,Main Market,Financial Services ,9.14,88902.0,9.162614897811654,33.770467080460485,0.08331295952433639,-0.07934747069760206,-0.083357161121133,-1,-1,38.89123389308662,73.43,13,0.0262,25.0,105303.5,0.855579869,5.961341205,0.0,medium,0
4/11/2019,MALAYAN UNITED INDUSTRIES BHD,3891,Main Market,Consumer Products & Services ,0.18,27395.0,0.1761838489166848,32.2452858963968,0.0060118254617198335,0.0018944968875602985,-0.0006922933920954222,1,-1,55.916498806379536,-1.41,-12,0.0,0.0,498.5,0.408124149,0.6895435040000001,0.0,medium,0
4/12/2019,MALAYAN UNITED INDUSTRIES BHD,3891,Main Market,Consumer Products & Services ,0.18,12114.0,0.17687769456819663,33.869384305126594,0.005582409357311274,0.0021124960947904448,-0.0001313354947182488,1,-1,55.916498806379536,-1.41,-12,0.0,0.0,498.5,0.408124149,0.6895435040000001,0.0,medium,0
4/15/2019,MALAYAN UNITED INDUSTRIES BHD,3891,Main Market,Consumer Products & Services ,0.175,26645.0,0.17653629555579725,33.70298692909951,0.005540808688931898,0.0018603587660415144,0.00026700335743370387,-1,-1,48.5413077059455,-1.41,-12,0.0,0.0,498.5,0.408124149,0.6895435040000001,0.0,medium,0
4/17/2019,MALAYAN UNITED INDUSTRIES BHD,3891,Main Market,Consumer Products & Services ,0.17,14399.0,0.17534787818201594,32.23234149907206,0.005502179496865332,0.001242754206297575,0.0004621535272064781,-1,-1,42.50394543661828,-1.41,-12,0.0,0.0,498.5,0.408124149,0.6895435040000001,0.0,medium,0
4/19/2019,MALAYAN UNITED INDUSTRIES BHD,3891,Main Market,Consumer Products & Services ,0.17,3775.0,0.1743755366943767,30.866742171189422,0.005466309532803521,0.0007447135488765633,0.0005186655315404952,-1,-1,42.50394543661828,-1.41,-12,0.0,0.0,498.5,0.408124149,0.6895435040000001,0.0,medium,0
4/22/2019,MALAYAN UNITED INDUSTRIES BHD,3891,Main Market,Consumer Products & Services ,0.17,5886.0,0.1735799845681264,29.598685652441258,0.005433001709031839,0.0003460239905110907,0.0004841372233346143,-1,1,42.50394543661828,-1.41,-12,0.0,0.0,498.5,0.408124149,0.6895435040000001,0.0,medium,0
4/23/2019,MALAYAN UNITED INDUSTRIES BHD,3891,Main Market,Consumer Products & Services ,0.17,20164.0,0.17292907828301252,28.421204599317964,0.005044930158386708,2.9717083067926087e-05,0.00039325319528127665,-1,1,42.50394543661828,-1.41,-12,0.0,0.0,498.5,0.408124149,0.6895435040000001,0.0,medium,1
4/24/2019,MALAYAN UNITED INDUSTRIES BHD,3891,Main Market,Consumer Products & Services ,0.175,23734.0,0.17330560950428298,28.311759624660194,0.005041720861359083,0.0001804200235832054,0.0003506865609416624,1,1,50.74405771571362,-1.41,-12,0.0,0.0,498.5,0.408124149,0.6895435040000001,0.0,medium,0
4/25/2019,MALAYAN UNITED INDUSTRIES BHD,3891,Main Market,Consumer Products & Services ,0.175,15392.0,0.17361368050350426,28.210132148192265,0.004681597942690577,0.0002964360593306625,0.00033983646061946243,1,1,50.74405771571362,-1.41,-12,0.0,0.0,498.5,0.408124149,0.6895435040000001,0.0,medium,0
4/26/2019,MALAYAN UNITED INDUSTRIES BHD,3891,Main Market,Consumer Products & Services ,0.175,8780.0,0.17386573859377621,26.70808554245746,0.004704340946784105,0.0003839536251233622,0.00034865989352024236,1,-1,50.74405771571362,-1.41,-12,0.0,0.0,498.5,0.408124149,0.6895435040000001,0.0,medium,0
4/11/2019,MALAYSIA AIRPORTS HOLDINGS BHD,5014,Main Market,Transportation & Logistics ,6.61,26606.0,7.001504837372684,79.04657035377477,0.16498578030418815,-0.3184762150278839,-0.2820986889195377,-1,1,6.471211560787081,43.83,18,0.0065,5.0,12858.7,0.351750334,0.542615527,0.0,low,1
4/12/2019,MALAYSIA AIRPORTS HOLDINGS BHD,5014,Main Market,Transportation & Logistics ,6.82,109453.0,6.968503957850378,79.08734576173468,0.17391536742531757,-0.31438752625692334,-0.2885564563870148,-1,1,23.15681869086637,43.83,18,0.0065,5.0,12858.7,0.351750334,0.542615527,0.0,low,1
4/15/2019,MALAYSIA AIRPORTS HOLDINGS BHD,5014,Main Market,Transportation & Logistics ,6.9,40192.0,6.9560486927866725,78.76437120058061,0.16934998403779483,-0.3012196074049527,-0.2910890865906024,-1,1,28.39741585033905,43.83,18,0.0065,5.0,12858.7,0.351750334,0.542615527,0.08299026400000001,low,0
4/17/2019,MALAYSIA AIRPORTS HOLDINGS BHD,5014,Main Market,Transportation & Logistics ,6.81,23925.0,6.929494385007278,78.66078532321288,0.17153927089223808,-0.2946496469664579,-0.2918011986657735,-1,1,26.23014431710989,43.83,18,0.0065,5.0,12858.7,0.351750334,0.542615527,0.154417072,low,0
4/19/2019,MALAYSIA AIRPORTS HOLDINGS BHD,5014,Main Market,Transportation & Logistics ,6.77,20797.0,6.900495405915045,78.5645984370857,0.16285789439993534,-0.2893352945207255,-0.29130801783676386,-1,-1,25.30575284003839,43.83,18,0.0065,5.0,12858.7,0.351750334,0.542615527,0.0,low,1
4/22/2019,MALAYSIA AIRPORTS HOLDINGS BHD,5014,Main Market,Transportation & Logistics ,7.11,54483.0,6.938587150294127,75.15645026353401,0.17765375908565423,-0.2547518526385053,-0.28399678479711216,1,-1,43.52451387614231,43.83,18,0.0065,5.0,12858.7,0.351750334,0.542615527,-0.016666667,low,1
4/23/2019,MALAYSIA AIRPORTS HOLDINGS BHD,5014,Main Market,Transportation & Logistics ,7.4,22072.0,7.0224803956951956,70.17850358486305,0.18996420486525034,-0.20161950526481753,-0.2675213288906532,1,-1,53.861596977978145,43.83,18,0.0065,5.0,12858.7,0.351750334,0.542615527,0.263761246,low,0
4/24/2019,MALAYSIA AIRPORTS HOLDINGS BHD,5014,Main Market,Transportation & Logistics ,7.4,39738.0,7.091120323750615,65.44912246106416,0.18710961880344676,-0.1576939395986532,-0.24555585103225322,1,-1,53.86159697797813,43.83,18,0.0065,5.0,12858.7,0.351750334,0.542615527,0.29967697600000004,low,1
4/25/2019,MALAYSIA AIRPORTS HOLDINGS BHD,5014,Main Market,Transportation & Logistics ,7.42,15026.0,7.15091662852323,61.05755427467949,0.178744646031772,-0.119886799095549,-0.2204220406449124,1,-1,54.527314514528356,43.83,18,0.0065,5.0,12858.7,0.351750334,0.542615527,0.0,low,1
4/26/2019,MALAYSIA AIRPORTS HOLDINGS BHD,5014,Main Market,Transportation & Logistics ,7.49,19528.0,7.212568150609916,56.92544359206032,0.17454859988664545,-0.08331554315613054,-0.193000741147156,1,-1,56.87279323839566,43.83,18,0.0065,5.0,12858.7,0.351750334,0.542615527,0.0,low,0
4/11/2019,MALAYSIA BUILDING SOCIETY BHD,1171,Main Market,Financial Services ,0.995,40750.0,0.9720962012152761,39.70459422092341,0.019765010479983875,-0.006115209189635706,-0.018605759089592746,1,-1,55.03259691460522,10.05,10,0.0503,5.0,6357.2,0.033523614,0.034686428,0.0,low,0
4/12/2019,MALAYSIA BUILDING SOCIETY BHD,1171,Main Market,Financial Services ,0.99,11233.0,0.9753514373579532,38.14692757651506,0.0190675097314136,-0.004035950967715252,-0.015691797465217247,1,-1,52.95239683880397,10.05,10,0.0503,5.0,6357.2,0.033523614,0.034686428,0.10138380699999999,low,0
4/15/2019,MALAYSIA BUILDING SOCIETY BHD,1171,Main Market,Financial Services ,0.99,13123.0,0.9780148123837799,37.22749612858058,0.019134116179169772,-0.002360908760025815,-0.01302561972417896,1,-1,52.95239683880396,10.05,10,0.0503,5.0,6357.2,0.033523614,0.034686428,0.0,low,0
4/17/2019,MALAYSIA BUILDING SOCIETY BHD,1171,Main Market,Financial Services ,0.965,24094.0,0.9756484828594563,34.6306326195898,0.019553107880657648,-0.003015950805169143,-0.011023685940376997,-1,-1,43.43237310073864,10.05,10,0.0503,5.0,6357.2,0.033523614,0.034686428,0.0,low,1
4/19/2019,MALAYSIA BUILDING SOCIETY BHD,1171,Main Market,Financial Services ,0.975,8480.0,0.9755305768850097,32.21925936124121,0.0192278858891821,-0.0026970697772310537,-0.009358362707747809,-1,-1,47.4983945656158,10.05,10,0.0503,5.0,6357.2,0.033523614,0.034686428,0.0,low,1
4/22/2019,MALAYSIA BUILDING SOCIETY BHD,1171,Main Market,Financial Services ,0.985,28627.0,0.9772522901786442,30.566960298765256,0.01892589403995481,-0.001618777578393793,-0.0078104456818770054,1,-1,51.27045584360799,10.05,10,0.0503,5.0,6357.2,0.033523614,0.034686428,0.0,low,0
4/23/2019,MALAYSIA BUILDING SOCIETY BHD,1171,Main Market,Financial Services ,0.98,12792.0,0.9777518737825271,28.699806613313534,0.018645473037100894,-0.0011543745442232911,-0.006479231454346262,1,-1,49.360851109334725,10.05,10,0.0503,5.0,6357.2,0.033523614,0.034686428,0.0,low,0
4/24/2019,MALAYSIA BUILDING SOCIETY BHD,1171,Main Market,Financial Services ,0.98,16011.0,0.9781606240038858,27.26627964191976,0.018385082105879406,-0.0007773707477167768,-0.005338859313020365,1,-1,49.360851109334725,10.05,10,0.0503,5.0,6357.2,0.033523614,0.034686428,0.13636363599999998,low,0
4/25/2019,MALAYSIA BUILDING SOCIETY BHD,1171,Main Market,Financial Services ,0.98,11102.0,0.9784950560031793,25.935147454196965,0.017786147669745164,-0.00047313847697560973,-0.004365715145811414,1,-1,49.36085110933471,10.05,10,0.0503,5.0,6357.2,0.033523614,0.034686428,0.0,low,1
4/26/2019,MALAYSIA BUILDING SOCIETY BHD,1171,Main Market,Financial Services ,0.995,23973.0,0.9814959549116922,25.01585107419468,0.017587137121906227,0.0009671932277586226,-0.003299133471097407,1,-1,55.5624254665291,10.05,10,0.0503,5.0,6357.2,0.033523614,0.034686428,0.0,low,0
