extracted_code,extracted_date,news
4448,2019-03-20,Aberdeen ceases to be Tasek Corp substantial shareholder
4448,2019-03-19,Tasek Corp sees 6.28% stake traded off-market
4448,2019-04-27,下跌股:大石机构RM5.72支撑
4448,2019-04-30,洋灰价格竞争影响成本 大石机构首季亏损恶化
4448,2019-03-07,大型计划有望重启·希望概念股热起
4448,2019-03-07,Lafarge rally on ECRL hopes sparks Bursa query
4456,2019-03-27,Ex-Minister Liow justifies direct negotiation for VEP contract
4456,2019-03-18,DNeX seen looking at unlocking energy assets
4456,2019-04-04,PAC finishes taking statements on probe into Johor-Singapore Vehicle Entry Permit (VEP) system
4456,2019-04-05,PAC done taking statements in probe on Johor-Singapore VEP system
4456,2019-03-04,DNeX 30%-owned unit signs rig contract to drill two wells in North Sea
4456,2019-02-28,"Dagang Net, LuxTag partnership offers blockchain-based e-services"
4456,2019-02-28,"CIMB IB downgrades DNeX, lowers target price to 25 sen"
4456,2019-03-16,"迪耐
油气业疲软削弱获利"
4456,2019-03-05,"Trading ideas: Censof, CMS, Aturmaju, Hibiscus, DNeX"
4456,2019-03-15,DNeX expects earnings to recover in FY19
4456,2019-03-28,Liow justifies direct negotiation for VEP contract
4464,2019-04-05,柏卡索2大股东认购12.15亿附加股
4464,2019-02-25,亿城期待房产购兴保温
4464,2019-04-04,"Quick take: Pegasus Heights active, up 50% in early trade"
4464,2019-04-16,Pegasus cuts free warrants' exercise price from 1.5 sen to 1 sen
4502,2019-04-09,"PM: Osman quits as Johor MB, successor should come from Bersatu"
4502,2019-04-09,Digital tax may benefit media companies — AmBank Research
4502,2019-04-12,"Affin Hwang downgrades MCIL to Hold, TP at 23 sen"
4502,2019-04-12,"Affin Hwang Capital downgrades Media Chinese, lowers target to 23 sen"
4502,2019-04-10,"Experts say 6% digital tax will be borne by consumers from Jan 1, 2020"
4502,2019-04-29,Boost launches RM2.5 mil Super Shake campaign
4502,2019-04-09,海外数码服务征税6% 明年起消费者得付多6%
4502,2019-04-23,Warren Buffett sees most newspapers as ‘toast’ after ad decline
4502,2019-04-23,Ancom to sell 40% stake in PBSB for RM9.6mil
4502,2019-04-22,More meaningful brands
4502,2019-04-19,China stocks rally to a near 13-month closing high
4502,2019-04-18,Building Malaysian economy based on digital competency
4502,2019-04-10,Digital service tax expected to benefit local media companies
4502,2019-04-17,让员工成为企业主角 汤明钢：老板不难当
4502,2019-04-09,"政府征收6%数字税
对本地媒体业有利"
4502,2019-04-09,政府征收6%数字税 对本地媒体业有利
4502,2019-04-17,权力游戏最终章创佳绩‧HBO后劲受关注
4502,2019-04-15,Exporters told to learn regulations in their exporting countries
4502,2019-04-09,TV3 appeals RM1.1m award to Anwar in defamation suit
4502,2019-04-08,马来前锋报转让物业 解决与Nylex的纠纷
4502,2019-04-08,"Utusan to transfer property, pay Nylex in dispute settlement"
4502,2019-04-15,Diversifying revenue streams via digital initiatives seen for MCIL
4502,2019-04-25,Malaysian PM wants F1 return but circuit boss is in no hurry
4502,2019-03-29,Govt seeks to freeze RM48m in Jho Low’s father’s accounts
4502,2019-03-27,FOOD: An Eleven Madison Park alum heats up the financial district
4502,2019-03-27,新加坡Odette获选亚洲最佳餐馆 大马Dewakan第46名
4502,2019-03-08,Crucial source of funding for Indian founders drying up
4502,2019-03-09,"24万入股Media House 60%
马来前锋报买媒体娱乐公司"
4502,2019-03-28,Govt files civil forfeiture action against Jho Low's father to freeze RM48m funds
4502,2019-03-15,SC issues show-cause letter to Goldman Sachs
4502,2019-03-13,Berjaya Media posts wider Q3 loss of RM7.96mil
4502,2019-03-13,"KLCI to trade range bound, hurdle at 1,680"
4502,2019-03-11,Malaysian businesses to deal with more than expected with EU data protection rules
4502,2019-03-12,"Proton expects sales of Persona, Iriz to increase 30%"
4502,2019-03-12,The Edge-Citigold Wealth Forum 2019: Global recession unlikely this year
4502,2019-03-12,Lawsuits drag BMedia into further losses in 3Q
4502,2019-03-13,Freedom of speech should not disrupt social harmony
4502,2019-03-13,"Berjaya Media, Ekovest, JCY, KESM, Matrix Concepts and T7 Global"
4502,2019-03-14,MCMC internet centres get good community response
4502,2019-03-11,Industry veteran takes on group integration role with People ‘n Rich Holdings
4502,2019-04-08,"Singapore, Malaysia reach deal to end months-long airspace dispute"
4502,2019-04-08,MMA 2019 invites entries from all Malaysia-based media agencies
4588,2019-03-04,Corporate earnings worsen in 4Q18 — Affin Hwang
4588,2019-04-11,下跌股:合顺RM5.48支撑
4588,2019-04-04,Cover Story: PNB on the cusp of change
4588,2019-04-05,合順航空業務料續虧損　2020年可望收支平衡
4588,2019-03-08,"KLCI gets off to muted start, tracking regional declines"
4588,2019-03-13,UMW growth momentum likely to resume with focus on core businesses
4588,2019-03-13,High localisation rates to boost UMW auto margins
4588,2019-03-11,热门股:合顺上挑RM5.80
4588,2019-03-12,"CIMB Research retains Hold for UMW, TP RM6.36"
4596,2019-03-27,JV firm to build RM100mil high-tech facility
4596,2019-03-25,Sapura Resources posts RM1.86m net loss in 4Q
4596,2019-03-11,Sapura Resources CFO resigns
4596,2019-03-11,沙布拉资源CFO辞职
4596,2019-03-27,沙布拉资源MTU亚洲联营公司
4634,2019-02-28,UMW Holdings shares decline 2.6% to lowest in six weeks
4634,2019-04-10,"Possible for bottom fishing in Pos Malaysia, says PublicInvest Research"
4634,2019-02-28,连续两季蒙亏 拖累大马邮政跌8%
4634,2019-02-28,KLCI dips 0.25% as regional sentiment turns cautious
4634,2019-02-28,区域情绪转为谨慎 马股跌0.25%
4634,2019-02-28,"Geopolitical tensions weigh on KLCI, AirAsia in focus"
4634,2019-03-30,大马邮政委雅思敏任主席
4634,2019-03-25,No plans to buy aircraft from China yet — Dr Mahathir
4634,2019-03-15,Maybank IB issues 8 new call warrants
4634,2019-02-26,大马邮政上挑RM2.32/敏源
4634,2019-02-27,Pos Malaysia in losses for second consecutive quarter
4634,2019-02-28,Pos Malaysia falls 8% after posting second straight quarterly loss
4634,2019-02-28,Pos Malaysia sees losses for second consecutive quarter
4677,2019-03-25,Enabling social entrepreneurship
4677,2019-04-03,Kenanga Research downgrades Utilities sector to Neutral
4677,2019-03-19,Quick take: YTL Corp shares stumble after probe report
4677,2019-03-20,Six marinas including one on Pulau Mentagor to be privatised
4677,2019-04-01,Cover Story: Building a sense of neighbourliness
4677,2019-04-30,获建桥分包合约 WZ Satu攀达14%
4677,2019-04-30,WZ Satu units gets RM102m sub-contract from SIPP-YTL JV
4677,2019-04-16,"YTL Corp may rebound higher, says RHB Retail Research"
4677,2019-04-30,WZ Satu rises 12% on bridge construction subcontract win
4677,2019-04-18,Potential exclusion from WGBI ‘momentarily negative’ on REITs
4677,2019-04-29,WZ Satu gets RM101.8m subcontract job under Gemas-JB double track project
4677,2019-04-29,WZ Satu获1亿金马士-新山电气化双轨铁路分包工程
4677,2019-04-30,永成统一赢1亿合约
4677,2019-04-30,Quick take: Contract win sends WZ Satu shares up 10%
4677,2019-04-19,Malaysia Airports in danger of KLCI exclusion
4677,2019-03-15,RAM Ratings reaffirms YTL Corp's ratings for its debt notes
4677,2019-03-13,Cover Story: Making Malaysian hospitality world-class
4677,2019-03-10,去年股票回购额 飙涨7倍至15.6亿
4677,2019-03-09,Terragraph among MCMC's initiatives to provide robust telecommunications services
4677,2019-03-19,PAC wants YTL probed over failed RM24m marina project
4677,2019-03-19,"Trading ideas: Magni-Tech, AMMB, YTL Corp, MMHE"
4677,2019-03-18,Lead Story: Malaysia not alone in ramp-up of share buybacks
4707,2019-04-15,Water giants race to curb plastic waste
4707,2019-04-23,Nestle (Malaysia) 1Q net profit up at RM235m from RM231m a year earlier
4707,2019-04-24,Nestle Malaysia kicks off 2019 on a positive note
4707,2019-04-24,国内销售稳健·雀巢首季净利2.35亿
4707,2019-04-30,Axis REIT to acquire RM200m worth of industrial properties
4707,2019-04-30,"Najib-SRC trial: 'Nobody gives information for free,' says witness who received RM2.5m cheque from ex-PM"
4707,2019-04-02,Nestle races Burger King to serve meatless hamburger patties
4707,2019-04-26,Nestle Malaysia scales up capital spending to highest in five years
4707,2019-04-23,Nestle records higher Q1FY19 net profit of RM235.2m
4707,2019-04-23,成本管控效率提升 雀巢首季赚2.35亿
4707,2019-04-23,营运开销降 雀巢首季净利升1.7%
4707,2019-04-23,农历新年带动买气 雀巢首季营业额净利增
4707,2019-04-23,首季營收盈利齊升　雀巢穩健成長勢頭樂觀
4707,2019-04-24,"Kenanga maintains Market Perform on Nestle, reduces TP to RM137"
4707,2019-04-24,Nestle Q1 earnings higher at RM235.2mil
4707,2019-04-11,投资者充斥悲观情绪 综指闭市跌15.23点
4707,2019-04-29,Ogilvy Malaysia announcesnew line-up
4715,2019-04-09,赌场税激涨‧云顶拟减少资本开销
4715,2019-04-08,林国泰:福斯诉讼无阻决心 续落实云顶户外主题乐园
4715,2019-02-28,达证券下修云顶马来西亚至“守住”
4715,2019-04-06,Guan Eng hints that the ECRL could be rerouted to Negri Sembilan
4715,2019-02-28,减记亏损降·联号转盈·云顶末季净利翻3.95倍
4715,2019-02-28,"Genting accepts increase in gaming taxes, says it will work harder to mitigate impact"
4715,2019-02-28,Genting 4Q net profit jumps nearly five times
4715,2019-03-01,Tenaga sees RM1.93b erased from market cap
4715,2019-04-06,Genting hopes for equanimity
4715,2019-02-28,云顶末季净利劲翻4倍
4715,2019-02-27,"Genting 4Q net profit jumps nearly five times, pays 13 sen dividend"
4715,2019-02-27,"Genting Malaysia posts first annual net loss since 2000, pays 13 sen dividend"
4715,2019-02-28,TA Securities downgrades Genting Malaysia to hold; price target RM3.70
4715,2019-04-06,"云顶
长期展望不俗"
4715,2019-04-08,第四度周净卖破4亿 今年至今17.6亿外资撤离
4715,2019-04-03,1.26亿美元购平静号‧云顶大马：将为高档客户服务
4715,2019-03-25,云顶马来西亚 精简英业务省成本
4715,2019-03-23,云顶大马1.85亿售英国赌场
4715,2019-03-22,云顶大马1.85亿售英赌场公司
4715,2019-03-22,Genting Malaysia sells UK casino for RM185m
4715,2019-04-03,云顶斥1.26亿美元购平静号
4715,2019-03-22,沽清英国子公司股权 云顶大马料套利1.23亿
4715,2019-03-21,"More mass, VIP players expected for Genting Malaysia"
4715,2019-04-03,1.26亿美元买下平静号‧云顶股价大涨
4715,2019-04-18,云顶大马18亿注销有望回拨
4715,2019-04-17,"云顶马来西亚
赌场税挫赚幅7%"
4715,2019-04-16,2因素侵蝕賺幅　雲頂大馬節約措施扶業績
4715,2019-04-16,首季新赌场税杀到 云顶大马EBITDA或跌10%
4715,2019-04-19,大马城或重生·林刚河概念股飙升·马股汇齐扬
4715,2019-04-18,高铁重启无望·海滨城市挫2.41%·马股失守1618点
4715,2019-04-11,永利弃购·云顶想戴澳洲皇冠？
4715,2019-04-03,Equanimity to be sold to Genting for US$126m
4723,2019-04-18,JAKS’ Vietnam plant deemed on track for commercial operations
4723,2019-04-19,"凭单认购欠佳
捷硕私配筹5497万"
4723,2019-04-18,Jaks seeks more funds via placement for Vietnam JV after rights issue met tepid response
4723,2019-03-07,"JAKS Resources may climb higher, says RHB Retail Research"
4723,2019-03-12,油气股大热·马股回扬
4723,2019-04-19,拟配股筹资 JAKS走低
4723,2019-04-19,JAKS Resources falls 2.48% on share placement plan
4723,2019-04-20,捷硕资源 私配降债至0.3倍
4731,2019-03-12,下跌股:森德RM8.32支撑
4731,2019-03-12,"Insider Moves: Daibochi Bhd, Muhibbah Engineering Bhd, Top Glove Corp Bhd, Seacera Group Bhd, Dayang Enterprise Holdings Bhd"
4731,2019-04-04,耐慕志委向文富任董事
4731,2019-04-01,森德综合持股61.9% 耐慕志成为子公司
4731,2019-03-11,Daibochi gears up for growth
4731,2019-03-08,森德并购创协同效益 耐慕志股东应接受献议
4731,2019-03-06,"Trading ideas: Daibochi, Scientex, Brahim’s, SunCon, Ikhmas Jaya, AirAsia"
4731,2019-03-05,KLCI only key Asian market in the red year-to-date
4731,2019-03-14,"Scientex’s warrant offer for Daibochi takeover is unfair and unreasonable, says UOBKayHian"
4731,2019-03-14,大华继显：森德对耐慕志的凭单献议不公平不合理
4731,2019-03-21,"森德
产业赚幅下修30%"
4731,2019-03-20,业务成长·森德次季赚7375万
4731,2019-03-20,"Scientex 2Q net profit up 8.5% on manufacturing, property revenue"
4731,2019-03-20,Scientex posts firmer set of results in second quarter
4731,2019-04-01,Scientex holds 61.89% stake in Daibochi after MGO
4731,2019-03-20,"Affin Hwang maintains Buy on Scientex, TP of RM10.10"
4731,2019-03-19,制造房产业务带动 森德公司次季获利7375万
4731,2019-03-19,制造和产业发展推动 森德次季多赚8.5%
4731,2019-03-19,製造產業雙頭馬車驅動　森德次季淨利營收齊漲
4731,2019-04-04,"献购结束 控制61.89%
耐慕志变森德子公司"
4731,2019-03-16,"顾问:森德凭单出价太低
现金换股买耐慕志合理"
4731,2019-03-15,耐慕志全购可接受·独立顾问：拒绝凭单献议
4731,2019-03-21,Scientex’s 1H19 core net profit within expectations
4731,2019-04-12,"Pengerang explosion: Residents around Pasir Gudang also heard blast, felt vibration"
4731,2019-04-23,SCGM looks for turnaround story in Indonesia
4731,2019-03-19,制造和产业收入增 森德次季净利升8.5%
4731,2019-03-19,"Scientex Q2 earning up 8.5%, plans RM600m property projects"
4731,2019-03-19,"Scientex 2Q profit up 8.5% on higher manufacturing, property revenue"
4731,2019-03-19,制造和产业发展看俏 森德次季多赚8.5%
4731,2019-03-05,"Daibochi, Scientex, Brahim's, Maybank, UEM Edgenta, AirAsia, SunCon and Ikhmas Jaya"
4731,2019-03-05,下跌股:森德RM8.14支撑
4758,2019-04-09,"无法退还订金遭起诉
马来前锋报与2公司和解"
4758,2019-04-15,Utusan-Redberry dispute settled out of court
4758,2019-03-21,"Nylex, Utusan to explore amicable settlement to legal dispute"
4847,2019-04-01,KTB一度狂飙129% Mohd Nadzmi称毫不知情
4847,2019-04-01,大众银行9年新低 ‧ 马股早盘由起转跌
4847,2019-04-02,Quick take: KTB falls 14% in early trade
4847,2019-04-02,"KTB shares soar, major shareholder Nadzmi unaware why"
4847,2019-04-01,泛马客运价量激升 大股东称毫不知情
4847,2019-04-01,Nadzmi says knew of 'nothing' contributing to KTB's 129% share price surge
4863,2019-03-27,东盟4国· 看好印泰·大马电讯业4大冲击
4863,2019-04-03,‘Full shutdown of analogue TV broadcasting by 3Q19’
4863,2019-04-02,"Full shutdown of analogue TV broadcasting by 3Q19, says Gobind"
4863,2019-04-03,"福布斯选30岁以下颠覆者
11大马才俊晋亚洲精英榜"
4863,2019-03-26,BIMB still expected to beat its peers
4863,2019-03-21,马电讯遭MFL索赔4亿
4863,2019-03-23,终结球赛赞助遭索赔逾4亿·马电讯下行风险升温
4863,2019-04-10,与Dynasty View签约 马电讯提供新山住宅宽频
4863,2019-04-05,EPF PNB资金来自会员 政联投资企业需重新定义
4863,2019-04-05,"EPF, PNB not GLCs; only Khazanah, KWAP are: Shahril"
4863,2019-03-25,TM’s MFL case expected to be categorised under contingent liability
4863,2019-04-11,Govt exempts cabotage on foreign vessels for undersea cable maintenance
4863,2019-04-17,"TM views 5G tech rollout as growth area, still waiting for MCMC guidelines"
4863,2019-04-18,TM says 5G a new growth area
4863,2019-04-19,PetDagang partners TM One for digital upgrade at Petronas stations
4863,2019-04-20,"Maybank, Petronas Dagangan, TM, UEM Sunrise, KNM, Seacera and DWL"
4863,2019-04-22,"Trading ideas: Maybank, PetDag, TM, UEM Sunrise, KNM, DWL"
4863,2019-03-21,MFL sues Telekom over breach of contract
4863,2019-03-22,MFL's claim on TM poses downside risk to headline profit
4863,2019-03-22,"Trading ideas: TM, Mudajaya, PiCorp, Perdana Petroleum, MCE"
4863,2019-03-22,Quick take: TM falls on news the company is being sued
4863,2019-03-22,Accelerating corporate digital readiness
4863,2019-03-22,足联向马电讯索赔4.3亿 负债2.5倍到顶·目标价或砍10仙
4863,2019-03-22,索償案恐推高債務　馬電訊股價短期受壓
4863,2019-03-22,马电讯遭马足联追讨4.3亿 等于财年预期收益68%
4863,2019-04-29,TM One unveils new Cyberjaya data centre
4863,2019-04-27,PetDag’s high capex cycle to last two years
4863,2019-04-26,"Telekom Malaysia's partner, Telkom Networks Malawi, ups profit by 27%"
4863,2019-04-25,Telekom Malaysia-linked Malawian telecoms company TNM's 2018 profit up 27%
4863,2019-03-20,TM’s active asset management move seen as a positive step
4898,2019-02-28,投资酒店贡献不佳·达企业末季亏损恶化至1.7亿
4898,2019-04-12,拟设电缆制造业务 刺激大稳控股扬7.62%
4898,2019-04-23,税月无忧1：报税截止日期
4944,2019-04-08,马来前锋报 与两造庭外和解
4944,2019-03-21,耐力斯前锋报诉讼 ·寻求庭外和解
4944,2019-03-21,"KLCI seen trading range bound, hurdle at 1,690"
4944,2019-03-20,Nylex and Utusan to explore amicable settling of legal dispute
4952,2019-04-04,国投没计划产托再上市
4995,2019-04-16,Versatile Creative sees 4.21% stake traded off-market
5005,2019-02-26,Unisem 4Q net profit down 27%; group proposes three sen dividend
5005,2019-02-26,Unisem net profit for FY18 tumbles 41%
5005,2019-02-26,马币贬 销售减‧友力森末季净利挫27%
5005,2019-03-14,"More funds raised from IPOs, lower amount of bonds issued in 2018"
5005,2019-04-27,"赚幅和销售齐跌
友尼森首季净利持平"
5005,2019-04-27,业绩逊色·负评无阻涨势·友力森一度大涨34仙
5005,2019-02-26,Unisem FY18 hit by forex and lower sales volume
5005,2019-02-26,"CIMB Research downgrades Unisem, cuts target price to RM2.70"
5005,2019-02-25,末季净利跌27% 友尼森建议派息3仙
5005,2019-02-25,"Unisem 4Q net profit down 27%, proposes three sen dividend"
5005,2019-02-25,Unisem net profit for FY18 falls 40.6% to RM95.83m
5005,2019-04-26,天水华天虽为大股东·友力森：独立营运
5005,2019-04-25,看好5G引領半導體發展　友尼森與天水華天雙贏
5005,2019-04-26,Unisem 1Q net profit flat as revenue declines on lower sales volume
5005,2019-04-26,Unisem Q1FY19 core net profit misses CIMB Research forecast
5005,2019-04-26,BIMB Securities lowers target price for Unisem to RM2.05
5007,2019-04-11,US-China trade war seen to drive Chin Well’s sales
5009,2019-04-15,New markets could help White Horse keep production levels up
5011,2019-03-30,A ‘Lyft’ for Grab
5011,2019-03-20,Cover story: Taking on the big boys
5011,2019-03-05,下跌股:商业机器RM1.41支撑
5011,2019-03-01,"Bursa starts March on weak note, KLCI falls below 1,700"
5012,2019-04-12,"KLCI drifts lower at IHH Healthcare, Hartalega weigh"
5014,2019-03-25,经济放缓疑虑再起 拖累亚股哀鸿遍野
5014,2019-04-10,Singapore REIT mergers may accelerate after landmark OUE deal
5014,2019-04-10,大馬機場3月客流量增3.1%
5014,2019-04-09,"Malaysia, Singapore commit to resolve maritime and airspace boundary issues amicably"
5014,2019-04-09,飞荧恢复隆新航线激励虽小 大马机场可提高梳邦使用量
5014,2019-04-10,下跌股:大马机场RM6.80支撑
5014,2019-04-10,政府将落实出国税 大马机场控股挫18仙
5014,2019-03-25,Dassault Aviation prefers Subang Airport for its space advantage over Singapore's Seletar
5014,2019-03-25,KLCI falls with regional peers on increasing uncertainties over global outlook
5014,2019-03-25,全球前景不确定性上升 马股随区域股市收低
5014,2019-03-25,2負面因素掩蓋利好　大馬機場重挫36仙
5014,2019-03-25,下跌股:大马机场RM7支撑
5014,2019-03-26,Claims by Segi Astana won’t hurt MAHB’s position
5014,2019-03-26,Asian markets spooked by economic concerns in the West
5014,2019-03-26,Dassault Aviation prefers Subang Airport to Seletar for its space advantage
5014,2019-03-26,WCT向大马机场索偿7000万
5014,2019-03-25,Govt to ensure airport development or expansion does not burden consumers
5014,2019-04-03,AirAsia receives highest number of air traffic rights from Mavcom
5014,2019-04-22,Two-month-old baby dies on AirAsia KL-Perth flight
5014,2019-04-22,Coffee Break: What’s in an airport name?
5014,2019-04-22,"Visa On Arrival requirements for China, India tourists may be relaxed — Minister"
5014,2019-04-23,"大马机场
经营权延长前景亮"
5014,2019-03-26,Malaysia Airports launches RM5 mil fund to boost Langkawi tourism
5014,2019-03-26,AirAsia wants Nepal's airport to waive late fees worth Rs 130 million
5014,2019-04-01,Talk is cheap. Unless you’re a UBS banker
5014,2019-03-28,Clarion Properties to launch Suria Industrial Park
5014,2019-04-10,"No contracts signed, no selfies taken"
5014,2019-04-10,环球经济放缓担忧笼罩 马股闭市跌2.48点
5014,2019-03-25,"Recession fears poke equity bears in Asia, most markets down"
5014,2019-04-03,Zen6 and shoplots to be launched in 2Q
5014,2019-04-22,"AirAsia's Teleport making cross-border delivery possible in less than 24 hours, says Fernandes"
5014,2019-04-03,AirAsia gets highest number of air traffic right approvals in 1Q19 — Mavcom
5014,2019-04-10,MAHB reports steady passenger traffic growth in March despite Boeing 737 MAX grounding
5014,2019-04-19,Subang Airport accident: Two air traffic controllers suspended — Loke
5014,2019-04-03,"Malaysian, Chinese firms Interest in Penang airport expansion"
5014,2019-04-02,"Proposed amendment to Constitution to make Sabah, Sarawak equal partners to be tabled soon"
5014,2019-04-10,华尔街股市下跌 马股应声下挫
5014,2019-03-25,"KLCI holds firm above 1,650 as regional markets retreat"
5014,2019-04-02,One agency to enforce traffic laws
5014,2019-04-01,PCCC wants Penang airport expansion to be given priority — CM
5014,2019-04-01,"MoT agency to meet e-hailing firms this week on PSV implementation, says Loke"
5014,2019-04-24,AirAsia starts system to eliminate boarding passes for domestic flights
5014,2019-04-24,热门股:大马机场上挑RM7.69
5014,2019-04-22,Firefly upbeat about breaking even on resuming Singapore flights
5014,2019-03-27,AirAsia X blames ex-local partner on late payments to Nepal's airport
5014,2019-03-13,大马机场业务或被拖累 若关马航 亚航大利
5014,2019-03-16,Flying blind in the cross-Atlantic crises
5014,2019-05-01,Wadia jail term sinks group firms’ shares
5014,2019-04-17,Malaysia Airports digitalises procurement to strengthen governance
5014,2019-04-24,PM arrives in Beijing for Belt and Road Forum
5014,2019-03-15,Accused in Kim Jong-nam murder trial undergoes medical check
5014,2019-04-25,"CIMB Research retains Add for Malaysia Airports, TP RM9.47"
5014,2019-04-30,No reason to obstruct construction of Kulim airport — Guan Eng
5014,2019-04-26,Malaysia Airlines denies issuing RFPs for fleet expansion
5014,2019-03-18,MAHB staff critically injured after accident with aircraft at Subang airport
5014,2019-03-18,Who’s right about Khazanah’s 2018 (under)performance?
5014,2019-04-29,Proposed Kulim Airport will have negative impact on Penang — Chow
5014,2019-04-29,MAHB inks MoU with Mimos to further develop maintenance capabilities
5014,2019-04-29,KLIA installs high-precision foreign object debris detection system
5014,2019-04-17,MAHB strengthens procurement governance via e-marketplace platform
5014,2019-03-16,出口比重不到1% 土耳其衰退无损大马
5014,2019-04-17,下跌股:大马机场RM6.60支撑
5014,2019-03-15,President Moon's visit enhances bilateral trade — Darell
5014,2019-03-14,Private sector interested to build highway in Kedah
5014,2019-03-14,President Moon leaves after three-day state visit to Malaysia
5014,2019-04-16,How to Have the Best Layover at the World’s Best Airport
5014,2019-04-16,Parent of S. Korea’s Asiana Airlines puts entire stake up for sale
5014,2019-03-14,Final days for flag carriers
5014,2019-03-14,These should be final days for many flag carriers: Adam Minter
5014,2019-03-14,"MAHB February traffic boosted by CNY, school holidays"
5014,2019-03-14,"Power to drop charge rests with AG, says Liew"
5014,2019-03-14,HLIB: AirAsia to gain if Malaysia Airlines cuts capacity
5014,2019-04-13,营运延长35年·大马机场应声大涨
5014,2019-04-16,大马机场 经营权延长扫清利空
5014,2019-04-13,"大马机场
RAB料不影响净利"
5014,2019-04-13,有效期至2069年 大马机场经营权延长35年
5014,2019-04-13,Asia’s deal-making Ong brothers
5014,2019-04-15,營運協議延長利好　大馬機場政策風險猶存
5014,2019-03-15,AirAsia X eyes new destinations from Avalon — Benyamin Ismail
5015,2019-03-01,RON97涨5仙 RON95和柴油价格不变
5015,2019-02-27,从原有2.20元下调 国际涨油价没影响 RON95顶价2.08
5015,2019-03-15,RON97涨8仙 RON95和柴油价格不变
5015,2019-04-19,快看！RON97有调涨
5015,2019-02-25,"APM Automotive reports 32% growth in 4Q net profit, declares 7 sen dividend"
5015,2019-04-26,RON97再涨1仙
5015,2019-04-12,RON97调涨5仙
5015,2019-04-05,连5周调涨 RON97这次保持不变
5015,2019-03-15,RON97本周又起价……
5016,2019-03-19,Newsbreak: Federal and state governments wrangle over Sabah portion of Pan Borneo Highway
5016,2019-02-28,Ten candidates offer to represent PH in Rantau by-election
5016,2019-03-15,Eight ex-Sabah UMNO leaders join Bersatu
5016,2019-03-05,MyCC issues RM1.94m penalty for bid rigging
5016,2019-04-08,DAP to get input from Sabah on potential candidate for Sandakan by-election
5016,2019-03-08,Cabinet agrees to amend Article 1 (2) of the Federal Constitution — Liew
5016,2019-03-09,Identify your target-market mix
5016,2019-03-28,Stock With Momentum: KIP Real Estate Investment Trust
5016,2019-04-30,Streetscapes: Preserving the heritage of Petaling Street
5016,2019-04-20,"Cutting Edge: Thrilling, disruptive and game-changing"
5020,2019-03-20,产业项目竣工·高美达第三季净利挫70%
5020,2019-03-21,"高美达
3年财测蒙尘"
5020,2019-03-19,高美达第三季净利挫70%
5020,2019-02-27,Cover Story: ‘Focusing on affordable phases first’
5020,2019-03-19,Glomac posts RM1.4mil profit in Q3
5020,2019-03-19,Glomac reports 70.3% fall in 3Q net profit
5020,2019-03-19,高美达第三季净利暴跌70.3%
5020,2019-04-30,"Insider Moves: Bio Osmo Bhd, Barakah Offshore Petroleum Bhd, Hock Heng Stone Industries Bhd, PLS Plantations Bhd, Glomac Bhd"
5025,2019-04-12,婆罗洲资源独家伙伴·NWP沙巴伐木销售树桐
5025,2019-04-25,NWP与中国公司签备忘录·为沙纸浆厂铺路
5025,2019-04-24,"与2中企签备忘录
NWP探讨设厂与纸浆销售"
5025,2019-04-21,"专注木材加工及模型产品
NWP次季亏损收窄"
5025,2019-04-18,Stock With Momentum: NWP Holdings
5025,2019-04-13,NWP私配筹314万保证金
5026,2019-04-11,Quick take: MHC Plantations shares up 10% after dividend announcement
5027,2019-03-26,"Kim Loong's annual, quarterly profit slump on lower palm oil prices"
5027,2019-03-26,原棕油价格走低 锦隆资源末季和全年净利大跌
5027,2019-03-28,"锦隆资源
财测下砍20%"
5027,2019-04-15,Kim Loong hopes for a better FY20 despite soft CPO prices
5027,2019-04-29,Better outlook seen for Kim Loong on renewable energy
5028,2019-03-06,MYEG全场最热·马股全天微涨
5028,2019-03-28,HeiTech Padu
5028,2019-04-10,海德挑战RM1.26/敏源
5028,2019-03-16,海德反弹上挑84仙/敏源
5028,2019-03-07,海德获2333万社险合约
5028,2019-03-06,Quick take: HeiTech Padu gaines 10% on news of Socso contract
5028,2019-03-05,HeiTech Padu bags RM23.33m contract from SOCSO
5028,2019-03-06,兴业银行泻18仙·马股半天微扬0.87点
5028,2019-03-06,科技联合获社险2333万合约
5028,2019-03-05,HeiTech获SOCSO颁2333万合约
5028,2019-03-06,HeiTech wins RM23mil  Perkeso contract
5028,2019-03-06,"KLCI off to flat start, remains below 1,700 as region stays cautious"
5028,2019-04-25,海德获槟岛威省泊车系统合约
5028,2019-04-24,HeiTech Padu bags two smart-parking system concessions
5028,2019-04-25,科技联合获槟智能泊车合约
5028,2019-04-25,HeiTech Padu wins two recurring income contracts
5028,2019-04-25,"Trading ideas: Bumi Armada, Gamuda, KPS, HeiTech Padu, Vizione"
5028,2019-04-25,HeiTech up 3.17% on bagging smart parking systems contracts
5028,2019-04-25,获精明泊车系统合约 HeiTech涨9%
5028,2019-04-25,Quick take: HeiTech Padu shares lifted by parking contracts
5029,2019-05-01,远东控股1.83亿购油棕园
5029,2019-04-30,1.83亿售土地和棕油厂 汉联应声涨13.23%
5029,2019-04-30,Far East buys oil palm estate from Harn Len
5029,2019-04-29,远东斥1.83亿收购油棕园
5029,2019-04-29,Far East Holdings buys oil palm plantation in Rompin from Harn Len for RM183m
