extracted_code,extracted_date,news
1023,2019-04-23,Construction stocks rally on ECRL and Bandar Malaysia revival
1023,2019-04-22,集資活動好轉　聯昌籌備3宗IPO
1023,2019-04-22,联昌国际今年9亿投资科技 回酬率料持平12%
1023,2019-04-16,Shafee Abdullah's money laundering and tax evasion trial to start on July 8
1023,2019-04-16,"Higher ECRL portion for local players works out to RM17.6b, says CIMB IB"
1023,2019-04-16,"KLCI lets go of early gains, other Asian markets rally"
1023,2019-04-16,IPOs of private companies to drive market rebound this year
1023,2019-04-16,"More than 17,000 homes to be sold at HOC-MAPEX 2019 for Klang Valley"
1023,2019-04-24,Najib-SRC trial: Lawyer received RM2.5m cheque from corporate figure Habibul Rahman
1023,2019-04-17,Lawyer Muhammad Shafee’s trial to start on July 8
1023,2019-05-01,Tough second quarter seen for Lotte Chemical
1023,2019-03-27,达洋企业涨5.97%·马股开低走低
1023,2019-04-16,RHB Bank’s base rate hike could result in higher net profit
1023,2019-04-16,Revival of ECRL a catalyst but market already priced in the positive news
1023,2019-04-16,调高基本利率至4%‧兴业银行净利可增5%
1023,2019-03-27,国行下调今年成长预测·马股失守1650点
1023,2019-04-17,Shahril not reducing stake in Sapura Energy
1023,2019-04-17,Prestariang share price falls on legal action against govt
1023,2019-04-17,"CIMB Research retains Hold, TP of 37c for Sapura Energy"
1058,2019-03-19,Insurance: Manulife aims to double market share by 2021
1058,2019-03-15,Manulife Asset Management projects flattish yields in Malaysian REITs market
1058,2019-04-09,StanChart eyes 20% market share with US dollar insurance plan
1058,2019-04-16,技术指标疲弱 拖累马股回落
1058,2019-04-16,KLCI retreats as technical indicators stay weak
1058,2019-04-08,渣打看好銀行業　SME推動成長
1066,2019-03-13,KLCI gains 0.26% as select blue chips lift
1066,2019-03-13,KLCI bucks regional downtrend; Naim hits limit up
1066,2019-03-13,"KLCI defies Asian selldown, up 7pts, led by banks"
1066,2019-03-25,RHB introduces digital tokens for SMEs and corporates
1066,2019-04-23,金融科技撼動傳統銀行　加強數碼轉型免被淘汰
1066,2019-03-13,蓝筹股推动 马股升0.26%
1066,2019-04-11,KLCI retreats as Tenaga and Top Glove drag
1066,2019-04-02,KLCI rebounds 0.46% as banking stocks lift
1066,2019-04-02,Stronger stock market performance seen in the 2nd half
1066,2019-04-01,安联星展：今年下半年投资策略需更具防御性
1066,2019-03-26,"RHB introduces digital tokens to SMEs, corporates"
1066,2019-04-01,"AllianceDBS Research advises investors to be more defensive in 2HCY19 on back of weaker domestic, global prospects"
1066,2019-04-01,"Slower loan growth for banks in February, CIMB Research says"
1066,2019-04-15,"Blue chips eke out small gains, PChem, Maxis climb"
1066,2019-03-13,银行股领升 马股逆市扬6.96点
1066,2019-03-14,KLCI stays muted in line with regional pause as select blue chips weigh
1066,2019-03-22,银行股遭屠杀·兴业先扬后跌
1066,2019-03-22,明讯扬23仙·马股临尾反弹
1066,2019-03-23,Let Bank Negara handle the banks
1066,2019-03-23,Global Forex Market
1066,2019-03-25,美衰退几率增 全球放缓悲观蔓延‧亚股受惊全倒
1066,2019-03-20,國行偏鴿政府親商　特定中型股有看頭
1066,2019-03-20,"Tenaga top loser, weighs on KLCI ahead of Fed decision"
1066,2019-03-18,CIMB Research projects weaker net profit growth for banks
1066,2019-03-18,"KLCI gets off to positive start to week, tracks regional gains"
1066,2019-04-25,Tenaga sends KLCI to lower close
1066,2019-03-18,"Banks' low loan loss provisioning unsustainable moving into 2019, says CIMB Research"
1066,2019-03-18,"KLCI back in positive zone, tracks Asian markets higher"
1066,2019-03-14,受蓝筹股拖累 马股与亚股稍事歇息
1066,2019-04-24,"Alliance Bank – small, sturdy and ready to accelerate growth"
1066,2019-04-24,RHB eyes RM31b in SME financing by 2021
1066,2019-04-24,兴业银行：两宗大型IPO筹备中
1066,2019-04-24,RHB Bank to grant RM31bil SME financing by 2021
1066,2019-04-24,兴业银行冀2021年提供310亿中小企业贷款
1066,2019-04-02,Bank stocks lift KLCI amid global rally
1066,2019-03-13,Bursa Malaysia is Asia’s only loser of 2019
1066,2019-04-24,"Two big-sized IPOs in the pipeline, says RHB Bank"
1066,2019-04-26,等待敦马访华消息 马股小幅收高
1066,2019-04-03,RHB Bank to introduce multi-currency Visa debit card
1066,2019-04-08,RHB eyes stronger retail deposits growth in 2019
1066,2019-03-13,Fundamentals intact with improving asset quality seen for RHB
1066,2019-04-18,分析员:最多外流207亿 外资撤离债市影响有限
1066,2019-04-22,"AmInvest Research positive on Bandar Malaysia, firm Malaysia-China ties"
1066,2019-04-22,Solutions: Matching individuals with the right financial products and services
1066,2019-04-15,Newsbreak: Wan Fadzmi said to be top contender for Bank Rakyat MD role
1066,2019-04-15,CIMB Research raises target price for RHB Bank to RM6.50
1066,2019-04-12,KLCI closes higher on Tenaga rebound but PChem weighs
1066,2019-04-11,"Tenaga, under pressure, pushes KLCI to Dec 2016 low"
1066,2019-04-11,"Tenaga leads KLCI lower, crude oil eases, Ekovest in focus"
1066,2019-04-30,RHB Bank rises 2.2% to highest in four years
1066,2019-04-04,"Public Bank, Genting weigh on blue chips"
1066,2019-04-03,兴业银行首推外汇转账卡
1066,2019-04-03,降息對銀行衝擊有限　減少撥備助改善淨利
1066,2019-04-27,热门股:兴业银行上挑RM6.02
1066,2019-04-26,"Government may cut compliance cost for properties priced up to RM300,000"
1066,2019-04-26,"MMC 'buy', MAHB 'add', Pantech 'buy', banking sector 'overweight'"
1066,2019-04-30,海内外消息“好坏参半”‧马股4月微跌1点
1066,2019-04-26,Maxis' stronger Q1 results lift KLCI
1066,2019-04-26,KLCI up as investors await news on Mahathir's China visit
1066,2019-04-26,CIMB Research keeps RHB Bank as top pick
1066,2019-04-26,MoF to take action against banks who fail to give out housing loans to those eligible
1082,2019-04-05,成交值仅15.7亿·马股收跌3.26点
1082,2019-04-03,Can-One extends deadline of Kian Joo MGO for second time
1082,2019-04-04,国能攀升助马股收窄跌幅
1082,2019-04-17,"KLCI wavers as KL Kepong, Axiata lead decliners"
1082,2019-04-30,"KLCI bucks Asia stock decline as HLFG, Maybank gain"
1082,2019-03-14,"Blue chips slip, PetDag, Axiata down in thin trade"
1082,2019-03-14,KLCI drifts lower in line with regional pause
1082,2019-05-01,上升股:丰隆金融集团阻力RM19.40
1082,2019-04-30,丰隆金融集团马银行走高 提振马股收高
1082,2019-04-26,"Slow slide on Bursa, regional markets ahead of US economy report"
1082,2019-04-26,KLCI remains in negative zone in line with regional markets
1082,2019-04-19,振兴政策重启·股市现曙光·马股抄底防御至上
1082,2019-04-19,林刚河概念股占热门榜前三甲·马股结束3连跌
1082,2019-04-19,5G要来了·电讯股跌·马股回勇
1082,2019-03-13,"Technical weakness persists on KLCI, Brexit woes weigh on risk appetite"
1082,2019-04-04,KLCI pares loss as Tenaga climbs
1082,2019-04-01,大马PMI跌至3个月新低 拖累马股由升转跌
1082,2019-04-01,KLCI reverses gains as Malaysia PMI falls to 3-month low
1147,2019-03-25,Cover Story: Upcoming MRT line may lift property values
1155,2019-04-30,麦格理上看1900点 隆综指即将大翻身
1155,2019-04-30,"麦格理上看1900点
隆综指即将大翻身"
1155,2019-04-24,Market may stage technical rebound
1155,2019-04-24,"SP Setia, Maybank launch FlexKey"
1155,2019-04-24,KLCI retraces early morning gains by midday
1155,2019-04-24,Payments: Amex continues to stay ahead of the curve
1155,2019-04-30,Job wins to boost MMHE earnings
1155,2019-04-30,Maybank Indonesia unit’s 1Q net profit falls 10%
1155,2019-04-30,Maybank Indonesia Q1 operating profit higher
1155,2019-04-22,"Newsbreak: Scomi Group close to securing investor, say sources"
1155,2019-04-22,Maybank IB cuts Malaysia Airports target price to RM9
1155,2019-04-23,Leong Hup sets IPO price at RM1.10 per share
1155,2019-04-23,"Govt will monitor ringgit performance, says Guan Eng"
1155,2019-04-23,Efforts to attract private investors to airport sector under way
1155,2019-04-23,Streetscapes: Memories of Lorong Raja Chulan
1155,2019-04-24,"S P Setia, Maybank expand RTO scheme to include new projects"
1155,2019-04-30,"Trading ideas: MMC, Maybank, Kimlun, WZ Satu, CBIP, Axis Reit, Seacera"
1155,2019-04-30,"KLCI reverses loss, up 0.18% as Maybank lifts"
1155,2019-04-30,马银行提振 马股止跌走高
1155,2019-03-25,Public Mutual biggest winner at the 2019 Lipper Fund Awards from Refinitiv
1155,2019-04-17,大马或被“踢出”全球债券指数‧马股汇齐挫
1155,2019-04-17,凯发拟重启债权人洽商‧若重组失败  冲击马银行
1155,2019-04-17,Hyflux’s reported plan for talks with creditors seen positive for Maybank
1155,2019-04-17,"Malaysian ringgit staggers after index, fund double punch"
1155,2019-03-27,Reality check for unreal expectations
1155,2019-03-26,"KLCI stays little changed, Asian markets trade mixed"
1155,2019-04-30,印尼马银行首季盈利涨6%
1155,2019-04-17,外资从股汇债市三边逃！令吉贬回年初4.145水平
1155,2019-03-25,马银行掌帅印5年·阿都法立巨变中领航
1155,2019-03-26,MAHB share price beaten down as uncertainties loom
1155,2019-04-17,大马债券面临下调风险 拖累马股下跌
1155,2019-04-17,"KLCI falls, led by Maybank as Malaysian bonds face downgrade risk"
1155,2019-04-17,WGBI或除名‧330亿资金恐大逃亡
1155,2019-04-17,欠债人凯发集团再传不利 马银行失守“千亿市值”
1155,2019-04-17,"Malaysia faces up to RM33b outflow risk if bonds dropped from global index, says Maybank Kim Eng"
1155,2019-03-25,Foreign buying returns on Bursa Malaysia after five weeks of outflows
1155,2019-04-03,"Malaysia mulls integrating halal industry, Islamic trade finance"
1155,2019-04-02,银行股获追捧‧马股上午11时涨9.12点
1155,2019-04-10,市场交投平淡‧马股开盘走低
1155,2019-04-02,Maybank seen as attractive after shares fall — HLIB Research
1155,2019-04-08,Lipper Fund Awards from Refinitiv: New record set despite challenging 2018
1155,2019-04-10,Maybank sees tough Q1 for PetChem
1155,2019-04-08,Lead Story: Value emerges after panic selling over fears of a US recession
1155,2019-04-08,Arshad new president of Bank Pembangunan
1155,2019-04-08,Utusan appeals for summary judgement won by Redberry to be set aside
1155,2019-04-09,Maybank Research sees tough Q1FY19 for Petronas Chemicals
1155,2019-04-09,Mega First mulls Malaysian renewable energy venture
1155,2019-04-08,Bank Pembangunan appoints new president/group CEO
1155,2019-04-03,Utilise waqf trusts to improve affordable housing ownership
1155,2019-04-02,Govt is Top Bond Issuer in 1Q with RM40.5b — BPAM
1155,2019-04-02,"PNB has no plan to list another REIT, says CEO"
1155,2019-04-03,Brokerage turns bullish on Maybank
1155,2019-04-03,Short-term profit headwinds expected after Ezion deal
1155,2019-04-03,PNB has no plans to list another REIT — CEO
1163,2019-04-23,区域股市小涨 马股扬0.19%
1163,2019-04-20,"No volatility, no problem: How BlackRock, Amundi are beating it"
1163,2019-03-21,KLCI rises 0.24% in line with regional gains
1163,2019-03-22,"Better showing at Agic, Alim to help with Allianz Malaysia’s net profit"
1163,2019-04-23,KLCI up 0.19% in line with modest regional gains
1163,2019-04-16,"KLCI stays lacklustre, ekes out marginal gains"
1163,2019-04-16,追踪区域股市 马股仍保持低迷
1163,2019-03-25,Bund investors learntheir lesson the hard way
1163,2019-04-19,马股小幅走高
1163,2019-04-19,KLCI notches up limited gains
1163,2019-04-19,"Blue chips track higher on Petronas Gas, Maybank"
1163,2019-04-17,"Asia comforted by China data, Europe uninspired"
1163,2019-03-22,Last minute buying lifts Bursa Malaysia at close
1163,2019-03-27,Life after ECB's 'Super Mario' unnerves global investors
1163,2019-04-16,"KLCI ekes out slim gains, KLK and Genting up"
1163,2019-04-09,"S&P 500, Nasdaq edge higher as earnings season looms"
1163,2019-04-11,Fund management wrestles with a US$7.2bil question
1163,2019-04-11,Lyft’s stock slide casts long shadow on Uber’s IPO
1163,2019-04-23,Insurtech: Automating insurance claims with blockchain
1171,2019-02-28,MBSB 4Q net profit down 4.86% on lower impairment charges
1171,2019-03-01,利息收入降·马屋业末季赚1.2亿
1171,2019-03-01,马建屋末季净利跌5%
1171,2019-02-28,马建屋全年净利涨54%
1171,2019-02-28,减值拨备低 马建屋全年多赚54%
1171,2019-04-08,MBSB proposes five sen final dividend for FY18
1171,2019-04-09,马建屋拟派息5仙
1171,2019-04-12,"宝腾X70销售稳
多元重工看好盈利"
1171,2019-04-12,Rakuten upbeat on stock market outlook this year
1171,2019-04-24,MBSB launches deposit campaign to draw new customers
1171,2019-04-27,The evolution of office space
1171,2019-04-08,Newsbreak: ‘Bank Negara grants extension for MIDF-Al Rajhi merger talks’
1171,2019-02-28,MBSB FY18 net profit up 54% to RM642.4m
1171,2019-02-28,马建屋末季赚1.2亿 派息每股1.88仙
1171,2019-02-25,The Week Ahead: Trade deal or trade war?
1198,2019-02-27,Melewar offers to take MAA private at RM1.10 a share
1198,2019-02-28,"Cash-rich MAA Group hit limit-up, surges to multi-year high"
1198,2019-02-28,MAA shares hit limit up on privatisation offer
1198,2019-02-28,Melewar proposes to take MAA private via SCR
1198,2019-02-28,"MAA, AirAsia, GenM, Genting, Pos Malaysia, Hengyuan, UMW, Sime Darby Property, TH Heavy, IHH, MMC, Serba Dinamik and YTL Corp"
1198,2019-02-27,美丽华拟每股1.10令吉私有化MAA
1198,2019-02-27,"Melewar Group proposes to privatise MAA Group via selective capital reduction, repayment of RM1.10 a share"
1198,2019-02-27,Trading in MAA securities halted pending announcement
1198,2019-02-28,大股东拟私有化 MAA涨停板
1198,2019-02-27,Quick take: MAA Group to announce corporate exercise
1198,2019-02-28,"KLCI seen starting lacklustre in line with global markets, hurdle at 1,720"
1198,2019-03-01,MAA at 14-year high on privatisation offer
1198,2019-03-01,私有化献议催化 MAA创14年新高
1198,2019-02-27,MAA暂停交易
1198,2019-03-04,Stock With Momentum: MAA Group
1198,2019-04-13,Should MAA’s selective capital reduction be priced higher?
1198,2019-03-18,2月汽车销量跌1.8%
1198,2019-04-18,3月汽车销量扬9.6%
1201,2019-03-08,Sumatec posts RM2.7mil net     loss in FY18
1201,2019-03-07,"Sumatec 4Q net loss at RM826,000 versus RM66m net loss a year earlier"
1201,2019-03-07,Sumatec posts net loss RM2.74m in FY18
1201,2019-03-07,营运开销减少·幸马泰资源末季亏损减
1201,2019-03-07,幸马泰资源末季净亏大幅收窄 营业额为零
1201,2019-03-07,"Sumatec 4Q net loss down 98%, records zero revenue"
1201,2019-03-07,"S P Setia, Lafarge, Handal Resources, Pelangi, Sasbadi, Jiankun, KNM, Maxis and Sumatec"
1201,2019-03-07,幸马泰资源 末季亏损收窄至83万
1201,2019-03-08,幸马泰末季净亏收窄
1201,2019-05-01,幸马泰交不出财报
1201,2019-04-27,幸马泰无法发布年报
1201,2019-04-26,Sumatec fails to issue FY18 annual report in time
1295,2019-04-03,乐观情绪带动亚股攀升 综指闭市报1643.21点
1295,2019-04-03,云顶股项领涨 刺激马股收高10.38点
1295,2019-04-03,"FBM KLCI up 10.38 points, led by Genting stocks"
1295,2019-04-03,乐观情绪推升亚股 综指收高1643.21点
1295,2019-04-02,"KLCI rises on bargain hunting amid positive China, US data"
1295,2019-04-02,投资者趁低吸纳 刺激马股收高
1295,2019-04-03,KLCI edges up 0.28% as select blue chips lift
1295,2019-04-03,"KLCI sustains rebound, banks extend recovery"
1295,2019-04-03,投资者扯购蓝筹股‧马股上午走势扬升
1295,2019-04-03,"KLCI rebound gains momentum, Brent approaches US$70 level"
1295,2019-03-14,2019福布斯大马富豪榜 郭鹤年522亿蝉联冠军
1295,2019-03-14,Forbes Asia: Robert Kuok remains richest in Malaysia
1295,2019-03-14,福布斯亚洲：郭鹤年仍是大马首富
1295,2019-03-14,【更新】2019福布斯大马富豪榜 郭鹤年522亿蝉联冠军
1295,2019-03-15,Richest Malaysians saw large dissipation of wealth in 2018
1295,2019-03-15,March 20 decision on application to transfer Tan Eng Boon's case to High Court
1295,2019-04-12,"Appellate court dismisses review of Genneva ex-directors' conviction, imprisonment"
1295,2019-03-14,Kuok still Malaysia's richest despite US$2b fall in wealth: Forbes
1295,2019-04-08,"KLCI tracks positive US jobs data, Wall St gains"
1295,2019-04-08,Five hurdles Bursa Malaysia has to overcome this year
1295,2019-04-08,馬股短期沉悶　5月有望突破
1295,2019-04-06,Missed rally leads to consolidation
1295,2019-03-26,【独家】关注能否“富过N代”继承计划牵引富豪动向
1295,2019-03-27,KLCI opens lower in line with regional decline
1295,2019-03-27,"KLCI extends slide, oil slips following overnight rally"
1295,2019-04-11,Public Mutual launches Islamic US Equity Fund
1295,2019-04-30,"MMC Corp, Far East Holdings, Harn Len, Public Bank, Maybank, Bursa Malaysia, Kimlun, WZ Satu, F&N, CB Industrial, Affin Bank, PMB Tech, Axis REIT, PetChem, AirAsia Group, MAHB, Seacera, Lotte Chemical and Sime Darby Property"
1295,2019-03-13,"KLCI bucks Asian trend, extends rebound"
1295,2019-05-01,竞争激烈‧大众银行赚幅承压
1295,2019-05-01,大众银行 下季营收续受压
1295,2019-04-23,"Profit-taking seen in Ekovest, IWCity; Brent rises to fresh 5-month high"
1295,2019-04-29,贷款定期存款猛增 大众银行首季稳赚14亿
1295,2019-04-30,"Public Bank eyes expansion in Cambodia, Vietnam"
1295,2019-04-30,Public Bank Q1 net profit slightly higher at RM1.41bil
1295,2019-04-30,Public Mutual declares RM91m distributions for eight funds
1295,2019-04-29,Public Bank 1Q net profit up on lower loan impairment allowance
1295,2019-04-29,贷款减值拨备减少 推高大众银行首季净利
1295,2019-04-29,大众银行冀拓展柬越业务版图
1295,2019-04-29,存贷款增长 资产素质强‧大众银行首季赚14.1亿
1295,2019-04-29,大眾銀行開局報捷　營收盈利雙雙增長
1295,2019-04-17,LPI Capital 1Q net profit within expectations
1295,2019-04-17,"KLCI dips as Axiata, Public Bank drag"
1295,2019-04-15,"Public Bank, HL Bank underpin KLCI’s advance"
1295,2019-04-23,OPR cut will have minimal impact — Public Bank
1295,2019-04-23,Public Bank eyes RM90bil loans
1295,2019-04-09,Penny oil stocks edge higher as crude climbs
1295,2019-04-22,郑亚历:净利息赚幅影响微 降息不损大众银行盈利
1295,2019-03-12,上升股:大众银行阻力RM24.60
1295,2019-03-13,能源股火热‧马股开盘走低
1295,2019-04-22,"Public Bank to approve RM50bil mortgage, RM40bil SMEs loans in three years"
1295,2019-04-22,Public Bank: Minimal impact if OPR is cut
1295,2019-04-22,大众银行：降息对盈利的影响微乎其微
1295,2019-04-22,朝金融科技前进 大众银行3年掷6亿发展
1295,2019-04-22,大眾銀行股東大會一切依舊　鄭鴻標仍是焦點
1295,2019-04-22,股价料可止跌回扬‧郑亚历：大众银行续创造长期价值
1295,2019-04-22,"Public Bank to approve RM50b mortgage, RM40b SME loans in 3 years"
1368,2019-03-28,Amir Hamzah is TNB's new CEO
1368,2019-03-28,Amir Hamzah appointed new CEO of TNB
1368,2019-03-28,"阿兹曼卸国能CEO
UEM Edgenta主席接棒"
1368,2019-03-28,阿兹曼卸国能CEO UEM Edgenta主席接棒
1368,2019-03-27,Amir Hamzah将任国能总执行长
1368,2019-03-22,Why does Malaysia Airlines keep failing — and is there a way to stop it?
1368,2019-03-15,TNB keeps mum on leadership change rumours
1368,2019-03-15,政企撤职风·国能未否认CEO换人
1368,2019-03-15,‘Changes will be announced when appropriate’
1368,2019-04-17,UEM Edgenta wins RM50mil Sarawak road job
1368,2019-03-14,TNB mum on leadership change rumours
1368,2019-03-14,官联企业掀撤职潮·国能未否认CEO下台
1368,2019-03-28,阿米尔任国能新CEO
1368,2019-04-17,UEM Edgenta's Sarawak win could pave way for future projects — HLIB Research
1368,2019-03-20,地缘政治事件将继续影响大马市场
1368,2019-03-20,MIDF: Geopolitical events to continue affecting M'sian market in 2019
1368,2019-03-29,"Special Report: Saving Malaysia Airlines, again"
1368,2019-03-14,《新海峡时报》：国能CEO被要求下台
1368,2019-03-14,"Tenaga’s CEO Azman asked to relinquish his position, Times says"
1368,2019-04-16,UEM Edgenta unit appointed consultant for RM11b Sarawak road project
1368,2019-04-16,UEM Edgenta unit Opus appointed consultant for Sarawak road project
1368,2019-04-10,"New job potentials from KVDT, Sarawak expected for UEM Edgenta"
1368,2019-04-10,"Edgenta
两年财测上修"
1368,2019-04-09,RHB Research ups UEM Edgenta's earnings forecast on better margin from infra services segment
1368,2019-03-06,“大道维修是必须的”·UEM前线盈利不影响
1368,2019-03-07,"Edgenta
现金周息率诱人"
1368,2019-03-07,‘Technologically-driven solutions likely to spur UEM Edgenta growth’
1368,2019-03-06,UEM Edgenta sees year of growth
1368,2019-03-06,UEM Edgenta sees higher margin to lift FY19 profit
1368,2019-03-06,医疗设施基建维护支撑 Edgenta营收料胜去年
1368,2019-04-18,UEM Edgenta likely to secure more govt consultancy jobs
1368,2019-04-20,Edgenta Opus重估推高目标价
1368,2019-04-24,Edgenta反弹上挑RM3/敏源
1481,2019-03-23,"仅用在投资组合
国投筹资不涉基金资产"
1481,2019-04-08,联昌集团辅助低收入群 放眼两年放贷120亿
1481,2019-03-28,国投2018年管理资产增6.9%
1503,2019-03-23,Top 40 Richest Malaysians: Part 2
1503,2019-04-22,GuocoLand to spend US$1.8b on mixed-use Singapore project
1503,2019-04-20,国浩置地第三季亏696万
1503,2019-04-18,销售减少·国浩置地第三季转亏696万
1503,2019-04-18,RM6.9mil Q3 net loss for Guocoland
1503,2019-04-17,"Hibiscus, HSL, AirAsia, MAHB, Seacera, Axiata and Guocoland"
1503,2019-04-17,Guocoland sinks into fourth straight quarter of losses on lower sales of completed units
1503,2019-04-17,"Guocoland posts Q3 loss, sees lacklustre property market"
1503,2019-04-03,Malaysia's mortgage market to benefit from big data — expert
1503,2019-04-18,"Trading ideas: Hock Seng Lee, AirAsia, Axiata, Guocoland"
1503,2019-04-25,Hong Leong Group launches innovation exchange
1562,2019-04-04,博彩业首季强稳·赌场税冲击待观望·测字销售可改善
1562,2019-04-08,股价涨25%仍跑输同行 成功多多高股息成卖点
1562,2019-04-08,"BJToto could be sector catch-up play, says Kenanga"
1562,2019-04-09,"成功多多
股价低回酬高"
1562,2019-03-20,业绩符预期 营运成本高·成功多多3年财测下调
1562,2019-03-19,成功多多 6.8%周息率诱人
1562,2019-03-18,成功多多第三季净赚近6000万
1562,2019-03-18,合法字票銷售好轉　成功多多跑贏萬能
1562,2019-03-18,第3季业绩失色 成功多多仍派息3.5仙
1562,2019-03-19,成功多多第三季赚5907万‧派息3.5仙
1589,2019-04-10,林刚河2概念股价量齐飙 依海城18% 依克伟士19%
1589,2019-04-10,隆新高铁可望重启 林刚河概念股全涨
1589,2019-04-17,不敌大量套利 IWCity怡克伟士下滑
1589,2019-04-12,东铁铁定动工 振兴建筑股买盘旺盛
1589,2019-04-17,"Ekovest, IWCity plunge on sustained profit taking"
1589,2019-03-05,热门股:依海城上挑82仙
1589,2019-03-05,MYEG劲扬2%·马股半天跌4.62点
1589,2019-03-05,区域市场情绪温和 马股跌幅收窄
1589,2019-03-05,"KLCI pares loss, stays below 1,700 level in line with tepid regional sentiment"
1589,2019-03-05,达洋企业升3.68%·马股跌穿1690点
1589,2019-03-04,Iskandar Waterfront City jumps 22% to highest in six months
1589,2019-03-11,海滨城市劲涨9.22%‧马股早盘低迷跌8.80点
1589,2019-03-15,油气股掀套利潮·马股微跌
1589,2019-03-16,Ekovest transaction raises questions
1589,2019-04-10,大型项目或复苏 带动林刚河股项走高
1589,2019-04-10,Lim Kang Hoo-linked counters rise on optimism over mega projects revival
1589,2019-04-10,全球成长忧虑 拖累马股挫0.35%
1589,2019-04-10,"KLCI dips 0.35% on global growth worries, FGV in focus ahead of White Paper"
1589,2019-04-08,IWCity continues to rise on possible revival of mega projects
1589,2019-04-04,IWCity
1589,2019-04-08,大型项目可能重启 IWCity续涨
1589,2019-04-25,马股结束二连涨
1589,2019-04-26,​首季业绩报捷·大马回险涨4.37%·马股开高走低
1589,2019-04-27,"Mammoth project, massive questions"
1589,2019-04-24,"Ekovest, IWCity’s proprietary PDT, IDSS suspended"
1589,2019-04-29,"KLCI dips 0.21% as blue chips drag, Seacera in focus"
1589,2019-04-30,大马城需时发酵 赚益承压‧建筑股庆祝行情难持久
1589,2019-04-25,"Blue chips inch higher on Genting, Petronas Dagangan’s gains"
1589,2019-04-25,马股跌幅收窄 料随区域保持下跌
1589,2019-04-25,"KLCI pauses on profit-taking, oil prices hover near 6-month highs"
1589,2019-04-24,否认涉足大马城计划·林刚河概念股套利
1589,2019-04-23,"Bursa suspends PDT, IDSS of Ekovest, IWCity after share prices plunge"
1589,2019-04-23,产业建筑股仍是焦点 马股回吐涨幅
1589,2019-04-23,怡克伟士IWCity股价大跌 马交所暂停PDT与IDSS
1589,2019-04-23,建筑股由涨转跌‧马股中午休市微起3.09点
1589,2019-04-23,"Short selling of Ekovest, IWCity suspended"
1589,2019-04-25,"KLCI pares loss, set to stay negative in line with region"
1589,2019-04-23,马交所禁单日卖空 依海城市怡克伟士遭套利
1589,2019-04-23,狂歡一日建築股回落　DWL逆市上升
1589,2019-04-24,下跌股:依海城RM1.04支撑
1589,2019-04-24,"IWCity at lower low, says AllianceDBS Research"
1589,2019-04-24,"Ekovest, IWC fall on Bandar Malaysia clarification"
1589,2019-04-25,G3全球一度涨停板·马股走软
1589,2019-04-23,投资者弃建筑转投其他股‧马股全天起5.38点
1619,2019-04-12,DRB-Hicom at inflection point
1619,2019-04-13,"多元重工
售自然花乐影响盈利"
1619,2019-04-12,多元重工业处于转捩点
1619,2019-04-12,DRB-Hicom in talks with two other car brands
1619,2019-04-11,X70车款带旺品牌 多元资源对普腾复苏有信心
1619,2019-03-29,"Proton sold 8,500 units of X70 within 100 days of launch"
1619,2019-03-25,Another boost for Proton
1619,2019-03-23,Geely aims to sell one million Proton cars in 10 years
1619,2019-03-23,"多元重工
巴国设厂受看好"
1619,2019-03-21,"TM, Mudajaya, Progressive Impact, Perdana Petroleum, Dayang Enterprise, MCE, DRB-Hicom, Vizione and United Malacca"
1619,2019-03-21,MCE bags contracts from Proton and Perodua
1619,2019-03-20,4大风险拦路·全年汽车销售展望分歧
1619,2019-03-19,政府瞄准“成熟机构” Felcra发展银行基建或上市
1619,2019-03-11,Frankly Speaking: Tender issues
1619,2019-04-11,"DRB-Hicom, Malakoff, Eco World International, Salcon, Eastern & Oriental, Maybank, MyNews Holdings, Ta Win Holdings and Vizione"
1619,2019-03-10,Proton aims to turn profitable this year
1619,2019-03-08,多元资源19亿资产脱售展延
1619,2019-03-07,Proton's positive 2019 start continued with sales growth in February
1619,2019-03-04,Proton to treat third national car like any other competitor
1619,2019-03-01,DRB-Hicom posts profitin Q3
1619,2019-03-01,"Trading ideas: CIMB, TNB, BIMB, KSL, Sunway, DRB-Hicom"
1619,2019-02-28,汽车业务大功臣 多元资源第3季净赚7302万
1619,2019-02-28,宝腾销量增 多元重工业第三季转亏为盈
1619,2019-03-29,大马邮政主席莫哈末再纳辞职· 雅思敏接任
1619,2019-03-28,Ex-MDEC chief Yasmin to replace Mohammad Zainal as new Pos Malaysia chairman; Zamzamzairani exits board
1619,2019-03-10,"‘Hard life’ in revitalising Proton, but he’s loving it"
1619,2019-03-01,Improved Proton sales lift DRB-Hicom 3Q profit
1619,2019-04-13,"With Geely, DRB-Hicom is confident of Proton’s turnaround"
1619,2019-04-14,官车特许经营权将重招标 传多元资源森那美胜算大
1619,2019-04-04,国产车急起直追·宝腾销量紧贴本田
1619,2019-04-05,National cars are expected to boost total industry volume
1619,2019-04-08,X70销售强劲激业绩 宝腾变多元重工金鸡母
1619,2019-04-09,"Revert to fixed incentives in NAP 2019, urge automotive players"
1619,2019-04-01,Will Proton X70 steer DRB-Hicom onto recovery path?
1619,2019-04-16,Muted start for KLCI as regional markets stall
1619,2019-04-16,"DRBHCOM up 7 sen at RM2.13 at 3:36pm, co deemed front runner for govt fleet contract"
1619,2019-04-16,"DRB-Hicom climbs on positive sentiments over Proton turnaround, possible new govt job"
